precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VĂCĂRESCU-FILIP ION-RĂZVAN-PARTIDUL SOCIAL DEMOCRAT-voturi","POPESCU ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POTOCEANU OANA-ANDRADA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
11,CARAŞ-SEVERIN,"BIBLIOTECA VALERIU LEU",255,GORUIA,52954,3,PART,PRCNCT,P,P_SV,"2024-06-11 10:35:33",339,229,1,99,10,267,157,1,99,10,261,6,347,78,80,7,174
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE ȘI PROMOVARE TURISTICĂ GORUIA",254,GORUIA,52954,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:51",364,310,0,43,11,299,245,0,43,11,299,0,373,74,181,52,66
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",256,GORUIA,52954,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:09",163,125,0,34,4,118,80,0,34,4,116,2,169,51,95,11,10
