precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"SALA DE SPORT",302,SLIVILEŞTI,82047,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:27:19",712,687,0,5,20,503,478,0,5,20,466,37,800,297,3,25,84,288,59,7
20,GORJ,"SALA MULTIFUNCȚIONALĂ",301,SLIVILEŞTI,82047,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:05:56",787,757,0,15,15,518,488,0,15,15,507,11,800,282,10,2,35,345,77,38
20,GORJ,"ȘCOALA PRIMARĂ STRÎMTU CU CLASELE I-IV",303,SLIVILEŞTI,82047,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:46:21",418,406,0,7,5,274,262,0,7,5,262,12,500,226,4,1,45,184,24,4
20,GORJ,"ȘCOALA PRIMARĂ SURA CU CLASELE I-IV",304,SLIVILEŞTI,82047,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:04:39",599,577,0,7,15,364,342,0,7,15,357,7,612,248,0,0,41,227,66,23
