precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VONICA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CÎMPAN STELIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ROKA MARIUS-ANDREI-PARTIDUL SOCIAL DEMOCRAT-voturi","NAGY BARNA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","COSMA FLORIN-FLAVIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","KÖRMÖS GÁBOR-FORȚA DREPTEI-voturi","ELEKES ALEXANDRU-voturi"
32,"SATU MARE","CĂMINUL CULTURAL",170,CĂUAŞ,137292,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:03",134,124,0,7,3,95,85,0,7,3,92,3,140,45,68,8,5,5,4,0,2
32,"SATU MARE","CĂMINUL CULTURAL",167,CĂUAŞ,137292,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:39:29",108,98,0,10,0,58,48,0,10,0,55,3,110,52,19,0,15,18,3,0,0
32,"SATU MARE","CĂMINUL CULTURAL",168,CĂUAŞ,137292,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:22:38",1036,1009,1,3,23,671,645,0,3,23,645,26,1116,445,70,4,98,430,3,29,11
32,"SATU MARE","CASĂ DE LOCUIT",171,CĂUAŞ,137292,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:27:08",95,86,0,9,0,47,38,0,9,0,43,4,100,53,17,18,4,2,2,0,0
32,"SATU MARE","ȘCOALA GENERALĂ",169,CĂUAŞ,137292,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:58:55",78,68,0,9,1,44,34,0,9,1,41,3,100,56,22,3,9,3,4,0,0
32,"SATU MARE","ȘCOALA GIMNAZIALĂ",166,CĂUAŞ,137292,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:23",574,566,1,6,1,375,367,1,6,1,345,30,600,225,163,9,125,11,33,3,1
