precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP DARIUS - IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TODEREAN COSMIN-SEBASTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","GOMBOŞ LIVIU-IONIŢĂ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PRUNEAN DAVID-PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CĂMIN CULTURAL CALNA",660,VAD,59942,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:12:24",130,108,1,14,7,101,80,0,14,7,97,4,131,30,3,16,4,74
13,CLUJ,"CĂMIN CULTURAL CETAN",661,VAD,59942,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:32",530,474,0,25,31,349,293,0,25,31,341,8,505,156,19,94,3,225
13,CLUJ,"CĂMIN CULTURAL VAD",657,VAD,59942,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:05:53",288,251,0,27,10,205,168,0,27,10,195,9,288,84,27,28,18,122
13,CLUJ,"CENTRU DE ZI PENTRU COPII",658,VAD,59942,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:32:40",185,167,2,7,9,140,122,2,7,9,128,12,200,60,6,24,0,98
13,CLUJ,"GRĂDINIȚA BOGATA DE SUS",659,VAD,59942,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:38",224,193,0,16,15,184,153,0,16,15,176,8,228,44,7,31,1,137
13,CLUJ,"ȘCOALA CURTUIUȘ",662,VAD,59942,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:47:35",155,134,0,15,6,114,93,0,15,6,112,2,149,35,4,37,2,69
13,CLUJ,"ȘCOALA VALEA GROȘILOR",663,VAD,59942,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:41:03",224,198,0,16,10,150,124,0,16,10,146,4,237,87,13,7,16,110
