precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLĂNESCU ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂLĂNESCU SORIN-GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi"
31,PRAHOVA,"CASA HRAM - PAROHIA NISIPOASA HARSA",500,PLOPU,134390,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:50",238,222,0,10,6,173,157,0,10,6,169,4,300,127,141,28
31,PRAHOVA,"FOSTA SCOALA CU CLS. I - IV GALMEIA",499,PLOPU,134390,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:54",214,207,0,4,3,156,149,0,4,3,151,5,300,144,134,17
31,PRAHOVA,"SCOALA CU CLASELE I - IV NISIPOASA",501,PLOPU,134390,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:04:34",700,675,1,11,13,485,460,1,11,13,467,18,688,203,384,83
31,PRAHOVA,"SCOALA GIMNAZIALA COMUNA PLOPU",498,PLOPU,134390,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:52",893,869,0,11,13,615,591,0,11,13,589,26,864,249,512,77
