precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE VASILESCU”",323,ŢÂNŢĂRENI,82680,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:56:36",1946,1922,0,17,7,1009,985,0,17,7,896,113,2100,1091,495,107,21,91,177,5
20,GORJ,"ȘCOALA GIMNAZIALĂ ”MARIA CONSTANTIN”",326,ŢÂNŢĂRENI,82680,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:50:20",1324,1304,1,16,3,830,810,1,16,3,804,26,1419,589,586,46,16,4,150,2
20,GORJ,"ŞCOALA PRIMARĂ CHICIORA",324,ŢÂNŢĂRENI,82680,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:49",257,246,0,11,0,129,118,0,11,0,126,3,300,171,92,8,4,0,22,0
20,GORJ,"ȘCOALA PRIMARĂ FLOREȘTI NR. 2",325,ŢÂNŢĂRENI,82680,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:46",981,960,0,14,7,642,621,0,14,7,607,35,1100,458,466,34,23,16,66,2
