precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRILĂ IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IFRIM CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","COSTEA LILIANA-LENUŢA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PIPIRIG PAUL-UNIUNEA SALVAȚI ROMÂNIA-voturi"
24,IAŞI,"SCOALA GENERALA CIRNICENI",737,ŢIGĂNAŞI,99879,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:04",1281,1275,1,5,0,641,636,0,5,0,611,30,1400,759,436,151,16,8
24,IAŞI,"SCOALA GENERALA MIHAIL KOGALNICEANU",738,ŢIGĂNAŞI,99879,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:47",1152,1150,0,1,1,509,507,0,1,1,485,24,1300,791,432,30,20,3
24,IAŞI,"SCOALA GIMNAZIALA ”COSTACHE ANTONIU”TIGANASI",736,ŢIGĂNAŞI,99879,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:37",1163,1160,1,2,0,611,608,1,2,0,589,22,1200,589,475,57,50,7
24,IAŞI,"SCOALA PRIMARA STEJARII",739,ŢIGĂNAŞI,99879,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:46:26",255,251,0,4,0,133,129,0,4,0,120,13,319,186,99,5,12,4
