precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL MALAMUC, NUMĂRUL 149C",431,GHERGHIŢA,133429,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:48",327,302,0,7,18,231,206,0,7,18,225,6,371,140,204,15,6
31,PRAHOVA,"ŞCOALA GIMAZIALĂ GHERGHIŢA, NUMĂRUL 125",429,GHERGHIŢA,133429,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:08",1016,952,3,5,56,722,660,1,5,56,700,22,1050,328,623,30,47
31,PRAHOVA,"ŞCOALA PRIMARĂ INDEPENDENŢA, NUMĂRUL 23",430,GHERGHIŢA,133429,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:50:58",181,171,0,8,2,122,112,0,8,2,117,5,200,78,93,19,5
