precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANGHEL GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","POPESCU ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIONTU ILIE-UNIUNEA SALVAȚI ROMÂNIA-voturi","POPA RĂZVAN-FLORENTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DEREŞU IOAN-ROBERTO-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE.I-IV CASA VECHE",316,OLANU,171806,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:55:13",534,523,0,7,4,364,353,0,7,4,355,9,619,255,104,5,0,228,18
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV CIOBOŢI",317,OLANU,171806,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:40",559,551,2,4,2,349,342,1,4,2,330,19,620,271,137,7,2,158,26
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV DRĂGIOIU",318,OLANU,171806,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:54",447,438,1,8,0,285,277,0,8,0,269,16,480,195,131,17,11,94,16
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PERETU",315,OLANU,171806,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:34",447,435,1,4,7,310,299,0,4,7,298,12,490,180,103,9,5,153,28
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV STOICĂNEŞTI",319,OLANU,171806,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:11:55",331,316,0,10,5,220,205,0,10,5,208,12,350,130,125,9,0,66,8
