precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DEMYEN ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","COSMA SEPTIMIU-IOAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","JUCA DANIEL-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","BAROU IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","LAPOŞ MIHAI-IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
33,SĂLAJ,"CENTRUL DE CONSULTANȚĂ AGRICOLĂ BOCȘA",92,BOCŞA,140324,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:52:42",771,722,0,9,40,537,488,0,9,40,528,9,838,301,42,42,41,383,20
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV CÎMPIA",94,BOCŞA,140324,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:11:30",206,197,0,4,5,159,150,0,4,5,153,6,240,81,15,8,40,81,9
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV SĂLĂJENI",95,BOCŞA,140324,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:32",451,434,0,7,10,274,257,0,7,10,269,5,490,216,12,12,41,200,4
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 BORLA",93,BOCŞA,140324,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:43:42",1281,1220,1,9,51,875,814,1,9,51,854,21,1380,505,746,6,7,90,5
