precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
20,GORJ,"CĂMIN CULTURAL JUPÎNEŞTI",232,JUPÂNEŞTI,80613,2,PART,PRCNCT,CL,CL_SV,"2024-06-11 17:07:38",523,514,0,9,0,347,338,0,9,0,342,5,600,253,9,208,40,48,12,25
20,GORJ,"ŞCOALA PRIMARĂ PÎRÎU-BOIA",233,JUPÂNEŞTI,80613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:34:33",286,280,0,5,1,165,159,0,5,1,157,8,300,135,5,107,6,10,20,9
20,GORJ,"ŞCOALA PRIMARĂ VIDIN",234,JUPÂNEŞTI,80613,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:09",190,185,0,5,0,123,118,0,5,0,116,7,200,77,3,66,26,5,14,2
20,GORJ,"SCOALA PRIMARĂ VIERŞANI",235,JUPÂNEŞTI,80613,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:15",636,620,1,14,1,330,315,0,14,1,321,9,676,346,7,229,19,9,20,37
