precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"CĂMIN CULTURAL TĂTĂRANU",300,TĂTĂRANU,177986,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 08:34:45",1115,1071,0,9,35,558,514,0,9,35,537,21,1219,661,368,55,114
41,VRANCEA,"FOSTA SCOALA GENERALA BORDEASCA NOUA",301,TĂTĂRANU,177986,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 08:47:38",336,307,0,16,13,170,141,0,16,13,152,18,364,194,116,8,28
41,VRANCEA,"FOSTA SCOALA GENERALA MARTINESTI",304,TĂTĂRANU,177986,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:06:33",510,492,2,4,12,259,241,2,4,12,248,11,554,295,180,12,56
41,VRANCEA,"FOSTA SCOALA GENERALA NR. 1 BORDEASCA VECHE",303,TĂTĂRANU,177986,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:57:00",839,829,0,1,9,412,402,0,1,9,392,20,922,510,249,15,128
41,VRANCEA,"FOSTA SCOALA PRIMARA VIJIITOAREA",305,TĂTĂRANU,177986,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 14:29:08",180,170,0,10,0,99,89,0,10,0,96,3,186,87,54,8,34
41,VRANCEA,"SCOALA GIMNAZIALA NR. 2 BORDEASCA VECHE",302,TĂTĂRANU,177986,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 08:59:48",592,573,0,7,12,313,294,0,7,12,300,13,644,331,213,15,72
