precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL GÂRLA MARE",175,"GÂRLA MARE",111783,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:52:04",1721,1570,2,81,68,956,806,1,81,68,909,47,1721,765,299,546,43,21
27,MEHEDINŢI,"CĂMINUL CULTURAL GÂRLA MARE",176,"GÂRLA MARE",111783,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:08:34",1274,1101,1,137,35,766,593,1,137,35,726,40,1207,441,330,308,83,5
