precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IONESCU CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DASCĂLUL MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TUDORACHE CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PETRESCU MIHAI-PARTIDUL ROMÂNIA MARE-voturi","TOADER MARIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GHIŢĂ CONSTANTIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
16,DÂMBOVIŢA,"DISPENSAR UMAN GULIA",387,TĂRTĂŞEŞTI,105534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:06",1074,1049,1,23,1,668,644,0,23,1,654,14,1150,482,19,23,492,46,28,46
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC ”MARIN GRIGORE NĂSTASE” TĂRTĂȘEȘTI,",385,TĂRTĂŞEŞTI,105534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:25",960,947,3,10,0,582,572,0,10,0,571,11,1050,468,27,19,334,138,50,3
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ BÂLDANA - TĂRTĂŞEŞTI,",386,TĂRTĂŞEŞTI,105534,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:12",1397,1387,3,7,0,796,788,1,7,0,778,18,1525,729,124,31,447,127,33,16
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ TĂRTĂŞEŞTI",384,TĂRTĂŞEŞTI,105534,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:47",853,837,1,15,0,497,482,0,15,0,485,12,930,430,27,37,293,116,7,5
