precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PEIA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","PASCOTĂ ION RUSALIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GROZA PETRONELA-ANIŞOARA-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PETRESCU MIRCEA-DAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV CIUTA",285,OBREJA,53372,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:11:05",304,291,0,11,2,193,180,0,11,2,189,4,320,127,53,40,0,96
11,CARAŞ-SEVERIN,"ȘCOALA GENERALĂ CU CLASELE I-IV IAZ",286,OBREJA,53372,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:59",644,602,2,31,9,428,388,0,31,9,423,5,673,245,181,191,4,47
11,CARAŞ-SEVERIN,"ȘCOALA GIMNAZIALĂ OBREJA",284,OBREJA,53372,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:27:50",1455,1422,0,23,10,946,913,0,23,10,923,23,1565,619,342,487,4,90
11,CARAŞ-SEVERIN,"ȘCOLA GENERALĂ CU CLASELE I-IV VAR",287,OBREJA,53372,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:43",381,344,0,37,0,288,251,0,37,0,280,8,381,93,127,143,0,10
