precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ACCELEANU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","CALUDI DORU-MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","TERTIŞ VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL",126,HAMCEARCA,160476,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:05",303,253,0,38,12,248,198,0,38,12,243,5,300,52,87,148,8
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL",127,HAMCEARCA,160476,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:47",508,478,0,18,12,338,308,0,18,12,327,11,538,200,116,176,35
38,TULCEA,"ȘCOALA GIMNAZIALĂ HAMCEARCA",125,HAMCEARCA,160476,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:15:10",271,251,0,9,11,170,150,0,9,11,166,4,279,109,76,84,6
