precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DROANCĂ OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","GÂRBEA GABRIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUZATU BOGDAN-PARTIDUL SOCIAL DEMOCRAT-voturi","LUCA IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA CU CLASELE I-VIII NR.1 TODIRESTI CORP A",699,TODIREŞTI,99539,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:53",989,982,0,2,5,477,470,0,2,5,447,23,1100,630,291,24,87,45
24,IAŞI,"ȘCOALA CU CLASELE I-VIII NR.1 TODIREȘTI CORP A",701,TODIREŞTI,99539,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:56",1200,1190,0,4,6,566,556,0,4,6,560,6,1204,638,379,58,93,30
24,IAŞI,"SCOALA PRIMARA BAICENI",702,TODIREŞTI,99539,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:47",254,245,0,6,3,151,142,0,6,3,142,9,300,149,132,3,6,1
24,IAŞI,"SCOALA PRIMARA NR.2 TODIRESTI",700,TODIREŞTI,99539,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:34",1074,1066,0,5,3,564,556,0,5,3,535,29,1200,636,387,46,63,39
24,IAŞI,"ȘCOALA PRIMARĂ STROIEȘTI",703,TODIREŞTI,99539,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:14",304,299,0,5,0,152,147,0,5,0,145,7,400,248,107,7,15,16
