precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL GEOMAL",400,STREMŢ,7767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:14:27",245,230,0,4,11,173,158,0,4,11,168,5,250,77,17,75,76
1,ALBA,"ȘCOALA GIMNAZIALĂ „TIMOTEI OVIDIU TARNU” STREMȚ",398,STREMŢ,7767,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:31:57",1198,1152,2,12,32,863,817,2,12,32,819,15,1272,438,95,309,415
1,ALBA,"ȘCOALA GIMNAZIALĂ „VASILE BOLOGA” GEOAGIU DE SUS",399,STREMŢ,7767,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:01",652,627,1,8,16,433,408,1,8,16,423,10,690,257,78,145,200
