precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL GUŞOIANCA",255,GUŞOENI,170444,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:58",431,399,0,15,17,278,246,0,15,17,254,24,440,162,41,202,11
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ GUŞOENI",256,GUŞOENI,170444,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:27:00",718,645,1,30,42,451,378,1,30,42,443,8,710,259,31,394,18
