precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BURJUC",330,BURJUC,89080,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:00",137,122,1,12,2,101,87,0,12,2,101,0,131,30,31,56,14
22,HUNEDOARA,"CĂMINUL CULTURAL TĂTĂRĂŞTI",333,BURJUC,89080,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:50",163,147,0,13,3,97,81,0,13,3,94,3,155,58,13,54,27
22,HUNEDOARA,"CĂMINUL CULTURAL TISA",334,BURJUC,89080,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:30",121,93,0,26,2,79,51,0,26,2,76,3,107,28,14,16,46
22,HUNEDOARA,"ŞCOALA PRIMARĂ BRĂDĂŢEL",331,BURJUC,89080,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:39:20",112,103,0,9,0,75,66,0,9,0,72,3,108,33,13,56,3
22,HUNEDOARA,"ŞCOALA PRIMARĂ GLODGHILEŞTI",332,BURJUC,89080,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:44",181,171,0,7,3,122,112,0,7,3,119,3,184,62,10,95,14
