precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","DETEŞAN MARIAN-NICU-voturi"
28,MUREŞ,"CĂMIN CULTURAL CĂPUȘU DE CÎMPIE",428,ICLĂNZEL,117667,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:35:06",652,622,0,18,12,395,365,0,18,12,363,27,690,269,105,74,80,74,30
28,MUREŞ,"CAMINUL CULTURAL",427,ICLĂNZEL,117667,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:59:34",1009,992,0,0,17,622,622,0,0,0,590,32,1102,480,343,86,143,9,9
