precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PATRAŞCU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","APETRI DORIN-CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIOBANU SERGIU-OVIDIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","STOLNICU GHEORGHIŢĂ-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","ZAVATE EMIL-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
29,NEAMŢ,"FOSTA ŞCOALA CU CLASELE I-IV,LOCALITATEA ŢUŢCANII DIN VALE",162,BAHNA,121153,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:49:36",263,236,0,9,18,167,140,0,9,18,163,4,289,122,30,4,1,128,0
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL,LOCALITATEA BĂHNIŞOARA",159,BAHNA,121153,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:22",349,327,0,8,14,227,205,0,8,14,220,7,355,128,148,11,8,53,0
29,NEAMŢ,"GRĂDINIŢĂ CU PROGRAM NORMAL,LOCALITATEA BROŞTENI",160,BAHNA,121153,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:08",342,292,0,13,37,265,215,0,13,37,254,11,400,135,161,10,3,71,9
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ COMUNA BAHNA",158,BAHNA,121153,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:13",453,421,0,1,31,281,249,0,1,31,263,18,500,219,109,19,11,122,2
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,LOCALITATEA IZVOARE",161,BAHNA,121153,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:00:19",1100,1072,0,3,25,627,599,0,3,25,574,53,1200,573,203,42,202,123,4
