precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OPRIŞAN RAUL-STELIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞOFINEŢI NICOLAE-IVAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DOBRUŢCHI SAUL-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIA CORNEL-OVIDIU-PARTIDUL PRO ROMÂNIA-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL ALMAŞU MIC",410,"PESTIŞU MIC",90431,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:26",83,64,1,16,2,71,53,0,16,2,71,0,80,9,3,12,55,1
22,HUNEDOARA,"CĂMINUL CULTURAL CIULPĂZ",411,"PESTIŞU MIC",90431,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:25:56",110,81,0,22,7,93,64,0,22,7,89,4,99,6,2,16,71,0
22,HUNEDOARA,"CĂMINUL CULTURAL PESTIȘU MIC",409,"PESTIŞU MIC",90431,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:16:52",214,188,3,22,1,160,137,0,22,1,160,0,200,40,6,90,63,1
22,HUNEDOARA,"ȘCOALA PRIMARĂ JOSANI",412,"PESTIŞU MIC",90431,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:36",203,179,0,23,1,168,144,0,23,1,167,1,190,22,19,52,89,7
22,HUNEDOARA,"ȘCOALA PRIMARĂ MĂNERĂU",413,"PESTIŞU MIC",90431,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:35",242,234,0,3,5,138,130,0,3,5,133,5,240,102,4,37,86,6
22,HUNEDOARA,"ȘCOALA PRIMARĂ NANDRU",414,"PESTIŞU MIC",90431,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:12",151,134,0,14,3,111,94,0,14,3,111,0,150,39,4,28,76,3
22,HUNEDOARA,"ȘCOALA PRIMARĂ VALEA NANDRULUI",415,"PESTIŞU MIC",90431,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:43:37",152,122,0,22,8,125,95,0,22,8,121,4,150,25,9,30,82,0
