precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOROBANŢU DOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","GAVRILĂ DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OBADĂ ELENA-MĂDĂLINA-PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM PRELUNGIT",72,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:33:18",1433,1393,0,39,1,984,944,0,39,1,970,14,1559,575,743,212,15
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”TĂRÂMUL VESELIEI” (CRÂNGU)",74,"ORAŞ FUNDULEA",103032,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:21",1331,1312,0,19,0,928,909,0,19,0,919,9,1465,537,678,15,226
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC NR. 1",71,"ORAŞ FUNDULEA",103032,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:25",886,868,0,16,2,583,565,0,16,2,565,18,940,357,323,7,235
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA MIRCEA NEDELCIU",73,"ORAŞ FUNDULEA",103032,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:43:53",1057,1021,3,31,2,716,683,0,31,2,696,20,1100,384,469,17,210
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 GOSTILELE",75,"ORAŞ FUNDULEA",103032,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:46",509,504,0,5,0,355,350,0,5,0,342,13,560,205,253,29,60
