precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALABAŞCIUC MUGUREL-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ILIESI TRAIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BOŞUTAR ALIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BALAN ANDREEA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL DEMACUŞA",405,MOLDOVIŢA,149539,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:43",800,797,0,3,0,544,541,0,3,0,530,14,878,334,86,73,350,21
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL RAŞCA",406,MOLDOVIŢA,149539,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:39",689,679,0,7,3,427,417,0,7,3,416,11,746,319,23,246,138,9
35,SUCEAVA,"SALA DE SPECTACOLE",403,MOLDOVIŢA,149539,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:49:41",1834,1832,0,2,0,1043,1041,0,2,0,1019,24,2015,972,112,256,610,41
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ARGEL",404,MOLDOVIŢA,149539,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:24:04",802,794,0,3,5,459,451,0,3,5,449,10,863,404,64,193,186,6
