precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"AMZA DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","TOADER GHEORGHE-UNIUNEA SALVAȚI ROMÂNIA-voturi","CÂRSTEA CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"SALA DE SEDINȚE A CONSILIULUI LOCAL BRALOȘTIȚA",253,BRALOŞTIŢA,71126,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:06",621,610,0,11,0,407,396,0,11,0,392,15,622,215,190,7,195
17,DOLJ,"ŞCOALA DIN SATUL CIOCANE",254,BRALOŞTIŢA,71126,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:27:44",683,677,0,4,2,449,443,0,4,2,427,22,700,251,259,17,151
17,DOLJ,"ŞCOALA DIN SATUL SCHITU",255,BRALOŞTIŢA,71126,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:38",399,393,0,4,2,309,303,0,4,2,295,14,500,191,156,2,137
17,DOLJ,"SCOALA DIN SATUL SFIRCEA",256,BRALOŞTIŢA,71126,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:59:13",806,797,0,5,4,516,507,0,5,4,499,17,900,384,234,7,258
17,DOLJ,"ŞCOALA DIN SATUL VALEA FÎNTÎNILOR",257,BRALOŞTIŢA,71126,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:42:35",547,532,0,12,3,374,359,0,12,3,365,9,600,226,211,4,150
