precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIUTUREANU ROBERT-MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BRÎNDUŞEA ALIN-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NEGREA MIHAI-CRISTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","VASILESCU MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE VASILESCU”",323,ŢÂNŢĂRENI,82680,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:56:36",1946,1922,0,17,7,1009,985,0,17,7,958,51,2100,1091,623,38,6,291
20,GORJ,"ȘCOALA GIMNAZIALĂ ”MARIA CONSTANTIN”",326,ŢÂNŢĂRENI,82680,1,PART,PRCNCT,P,P_SV,"2024-06-10 18:50:20",1324,1304,1,16,3,830,810,1,16,3,805,25,1419,589,614,8,10,173
20,GORJ,"ŞCOALA PRIMARĂ CHICIORA",324,ŢÂNŢĂRENI,82680,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:49",257,246,0,11,0,129,118,0,11,0,122,7,300,171,91,3,1,27
20,GORJ,"ȘCOALA PRIMARĂ FLOREȘTI NR. 2",325,ŢÂNŢĂRENI,82680,2,PART,PRCNCT,P,P_SV,"2024-06-13 10:44:19",995,974,0,14,7,642,621,0,14,7,609,33,1100,458,504,11,5,89
