precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PUŞCAŞ DAN-MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ARDELEAN LIVIA-MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BÉRES ZOLTÁN-ZSOLT-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DREGAN-COSMA RĂZVAN-LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","NAGY MIHAI-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","OLAH KAROLY-voturi"
33,SĂLAJ,"CĂMIN CULTURAL COSNICIU DE JOS",200,IP,141722,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:43:10",507,505,0,0,2,282,280,0,0,2,267,15,560,278,102,9,35,62,55,4
33,SĂLAJ,"CĂMINUL CULTURAL",201,IP,141722,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:03",204,204,0,0,0,122,122,0,0,0,120,2,250,128,70,2,10,19,17,2
33,SĂLAJ,"CĂMINUL CULTURAL ZĂUAN",202,IP,141722,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:21",792,782,3,3,4,448,441,0,3,4,432,16,861,413,4,4,336,0,60,28
33,SĂLAJ,"CERCUL GOSPODARILOR",199,IP,141722,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:47:56",1384,1366,6,0,12,838,824,2,0,12,823,15,1500,662,70,18,391,48,285,11
