precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
33,SĂLAJ,GRĂDINIȚA,298,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:34:23",199,191,0,5,3,136,128,0,5,3,132,4,220,84,15,61,46,9,1
33,SĂLAJ,"ȘCOALA CU CLASELE I-IV",300,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:50:14",304,300,0,4,0,215,211,0,4,0,209,6,340,125,11,138,50,9,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",301,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:45:21",727,703,0,6,18,486,462,0,6,18,452,34,790,304,49,269,110,16,8
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:08:53",502,492,0,3,7,370,360,0,3,7,360,10,540,170,12,236,75,21,16
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",297,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:25:50",705,691,0,6,8,423,409,0,6,8,411,12,750,327,73,212,92,13,21
