precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZARĂ ION-PARTIDUL NAȚIONAL LIBERAL-voturi","MIJA DARIUS-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COCAN CIPRIAN-IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MORAR EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi","PIRĂU IOAN-PARTIDUL ECOLOGIST ROMÂN-voturi"
8,BRAŞOV,"AŞEZAMÂNT CULTURAL",381,MÂNDRA,41417,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:19",695,681,0,9,5,372,358,0,9,5,345,25,750,380,56,14,109,124,42
8,BRAŞOV,"AŞEZAMÂNT CULTURAL",382,MÂNDRA,41417,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:17",469,453,0,11,5,284,268,0,11,5,273,11,500,216,64,7,44,142,16
8,BRAŞOV,"AŞEZAMÂNT CULTURAL",383,MÂNDRA,41417,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:22:58",209,194,1,14,0,123,109,0,14,0,121,2,200,77,32,11,21,56,1
8,BRAŞOV,"AŞEZAMÂNT CULTURAL",384,MÂNDRA,41417,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:48",237,220,0,8,9,138,121,0,8,9,135,3,300,162,28,8,34,64,1
8,BRAŞOV,"AȘEZĂMÎNT CULTURAL MÂNDRA",380,MÂNDRA,41417,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:38",1012,990,1,13,8,598,577,0,13,8,585,13,1050,452,101,32,188,259,5
