precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"CAMIN CULTURAL TUREA",481,GÂRBĂU,57948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:13:02",428,421,0,7,0,271,264,0,7,0,262,9,467,196,73,9,42,107,31
13,CLUJ,"CAMINUL CULTURAL CORNESTI",479,GÂRBĂU,57948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:41:25",93,82,0,11,0,58,47,0,11,0,56,2,95,37,31,12,6,2,5
13,CLUJ,"CAMINUL CULTURAL GARBAU",478,GÂRBĂU,57948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:30",541,533,0,4,4,356,348,0,4,4,344,12,615,259,138,9,107,9,81
13,CLUJ,"CĂMINUL CULTURAL NĂDĂȘELU",480,GÂRBĂU,57948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:33:29",194,186,0,7,1,126,118,0,7,1,121,5,205,79,87,1,24,3,6
13,CLUJ,"CLADIRE ADMINISTRATIVA SFAT POPULAR",482,GÂRBĂU,57948,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:25:45",585,556,1,9,19,421,393,0,9,19,415,6,609,188,50,2,26,318,19
