precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA CROAȚILOR DIN ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",289,PĂLTINIŞ,53425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:52:09",704,588,1,96,19,524,409,0,96,19,509,15,738,214,43,301,139,1,2,11,12
11,CARAŞ-SEVERIN,"CENTRUL LOCAL DE INFORMARE TURISTICĂ LIBORAJDEA",320,SICHEVIŢA,53853,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:00:02",82,63,2,11,6,51,34,0,11,6,48,3,68,17,5,23,12,0,0,4,4
11,CARAŞ-SEVERIN,"CLĂDIREA ADMINISTRAŢIEI LOCALE",352,VĂRĂDIA,54500,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:20:48",528,492,0,30,6,380,344,0,30,6,332,12,528,181,21,142,149,2,1,6,11
11,CARAŞ-SEVERIN,"CLĂDIREA AFTER SCHOOL",262,LĂPUŞNICEL,53069,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:14",406,328,0,32,46,276,198,0,32,46,267,9,409,131,54,31,126,0,0,9,47
11,CARAŞ-SEVERIN,"CLĂDIREA APARȚINĂTOARE COMUNEI BUCHIN (FOST SEDIU AL PRIMĂRIEI)",187,BUCHIN,51699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:57",531,487,1,16,27,329,285,1,16,27,311,18,540,211,23,36,237,0,0,11,4
11,CARAŞ-SEVERIN,"CLĂDIRE ADMINISTRATIVĂ",244,FÂRLIUG,52785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:23:08",142,122,0,9,11,142,122,0,9,11,139,2,206,60,14,41,80,1,2,1,0
11,CARAŞ-SEVERIN,"CLĂDIRE ADMINISTRATIVĂ PETRILOVA",205,CIUCHICI,51984,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:56",153,113,0,39,1,130,90,0,39,1,123,7,162,32,9,31,77,0,1,2,3
11,CARAŞ-SEVERIN,"CLĂDIREA FOSTEI PRIMĂRII VRĂNIUŢ",307,RĂCĂŞDIA,53675,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:12:45",327,299,0,26,2,165,137,0,26,2,145,20,319,154,28,68,40,1,0,1,7
11,CARAŞ-SEVERIN,"CLĂDIRE A MUNICIPIULUI CARANSEBEȘ (FOSTA ȘCOALĂ GENERALĂ NR. 7)",78,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:55",1262,1229,0,15,18,496,463,0,15,18,445,10,1362,907,66,156,158,3,2,28,32
11,CARAŞ-SEVERIN,"CLĂDIRE A MUNICIPIULUI CARANSEBEȘ (FOSTA ȘCOALĂ GENERALĂ NR.7)",79,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:19",1050,1043,0,6,1,375,368,0,6,1,349,26,1150,775,47,109,144,2,3,15,29
11,CARAŞ-SEVERIN,"CLĂDIRE A MUNICIPIULUI CARANSEBEȘ (FOSTA ȘCOALĂ PRIMARĂ)",71,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:50:59",1176,1163,2,11,0,516,504,1,11,0,477,39,1285,769,88,182,151,1,3,22,30
11,CARAŞ-SEVERIN,"CLĂDIRE PRIMĂRIE - FOSTUL SEDIU CAP",258,GRĂDINARI,52990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:40:46",794,771,0,6,17,460,437,0,6,17,428,32,869,409,66,156,135,3,3,31,34
11,CARAŞ-SEVERIN,"CLUBUL SPORTIV ȘCOLAR",80,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:39:51",1067,1054,1,12,0,392,380,0,12,0,381,11,1164,772,51,137,142,1,4,19,27
11,CARAŞ-SEVERIN,"CLUBUL TINERETULUI",178,BOLVAŞNIŢA,51546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:53",774,735,0,21,18,572,533,0,21,18,548,24,808,236,136,248,121,2,1,16,24
11,CARAŞ-SEVERIN,"CLUBUL TINERETULUI",177,BOLVAŞNIŢA,51546,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:09:08",382,363,0,5,14,265,260,0,5,0,256,9,398,131,67,144,39,0,0,2,4
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”C.D. LOGA”",87,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:12:16",1562,1555,4,3,0,604,601,0,3,0,574,30,1522,918,77,215,202,6,7,18,49
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”MIRCEA ELIADE” - GRĂDINIȚA MONIOM (CORP F)",70,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:01",280,274,0,6,0,113,107,0,6,0,111,2,299,186,16,59,29,0,0,3,4
11,CARAŞ-SEVERIN,"COLEGIUL NAŢIONAL”MIRCEA ELIADE”,REŞIŢA",42,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:28:48",871,864,0,6,1,296,289,0,6,1,290,6,954,658,29,133,79,4,1,15,29
11,CARAŞ-SEVERIN,"COLEGIUL NAŢIONAL”MIRCEA ELIADE”REŞIŢA",41,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:52",916,905,5,6,0,306,300,0,6,0,292,14,1007,701,30,159,56,0,4,13,30
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”MIRCEA ELIADE” - ȘCOALA CÂLNIC (CORP D)",65,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:19",1361,1354,2,4,1,526,521,0,4,1,502,24,1495,969,44,219,176,10,4,25,24
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL „TRAIAN DODA” CARANSEBEȘ, CORP B",73,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:10:39",1395,1373,4,12,6,591,573,0,12,6,573,18,1318,727,70,186,232,5,4,12,64
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",22,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:40",1146,1139,1,6,0,388,382,0,6,0,373,15,1306,918,29,209,93,2,3,13,24
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",23,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:39",680,666,6,7,1,269,261,0,7,1,263,6,765,496,14,135,62,7,2,6,37
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",21,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:41:02",907,892,12,3,0,907,892,12,3,0,287,9,997,104,37,128,78,4,2,9,29
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU”",20,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:16:07",1032,1023,2,7,0,327,320,0,7,0,317,10,1135,808,24,183,64,10,5,11,20
11,CARAŞ-SEVERIN,"COLEGIUL NAȚIONAL ”TRAIAN LALESCU” - ȘCOALA PRIMARĂ",14,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:10:08",498,490,0,8,0,152,144,0,8,0,144,8,552,400,26,70,33,1,0,7,7
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC CĂRĂŞAN, REȘIȚA",43,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:57",1084,1076,2,6,0,387,381,0,6,0,374,13,1190,803,25,201,92,9,2,7,38
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC CĂRĂŞAN, REȘIȚA",44,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:59:02",922,913,5,4,0,317,313,0,4,0,312,5,1229,912,24,165,73,1,2,13,34
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC REȘIȚA",29,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:08",935,921,3,10,1,321,310,0,10,1,309,12,1033,712,25,170,56,4,4,14,36
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC REȘIȚA",28,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:06:06",729,719,5,5,0,305,300,0,5,0,304,1,796,491,21,156,86,4,1,17,19
11,CARAŞ-SEVERIN,"COLEGIUL TEHNIC REȘIȚA",27,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:35:43",1130,1124,2,4,0,378,374,0,4,0,358,14,1205,833,25,190,86,5,4,21,27
11,CARAŞ-SEVERIN,"CREŞA CĂMIN",139,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:57",927,916,0,10,1,397,386,0,10,1,374,20,1015,620,52,86,170,1,0,45,20
11,CARAŞ-SEVERIN,"DIRECȚIA SANITARĂ VETERINARĂ ȘI PENTRU SIGURANȚA ALIMENTELOR CARAȘ-SEVERIN",30,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:02",668,657,1,10,0,176,166,0,10,0,166,10,728,550,26,85,33,2,1,6,13
11,CARAŞ-SEVERIN,GRĂDINIŢA,188,BUCHIN,51699,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:11",457,437,1,4,15,281,262,0,4,15,256,25,477,196,19,101,111,3,3,10,9
11,CARAŞ-SEVERIN,GRĂDINIȚA,293,PĂLTINIŞ,53425,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:43",269,230,0,32,7,209,170,0,32,7,206,3,341,132,10,76,119,0,0,1,0
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL",309,"RUSCA MONTANĂ",53728,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:03",249,240,0,6,3,125,116,0,6,3,115,10,267,142,14,35,42,0,5,14,5
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL ”BAMBI”",122,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:06:08",519,508,0,6,5,301,290,0,6,5,285,14,559,260,39,132,88,2,0,6,18
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL BOZOVICI",179,BOZOVICI,51573,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:19:23",1128,1073,0,13,42,621,566,0,13,42,579,29,1184,576,120,76,354,7,3,14,5
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL CARAȘOVA",194,CARAŞOVA,51804,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:47:24",1032,1003,1,10,18,579,551,0,10,18,526,53,1105,526,36,180,137,149,4,9,11
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL CONSTANTIN DAICOVICIU",208,"CONSTANTIN DAICOVICIU",51877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:44",573,540,0,16,17,361,328,0,16,17,345,16,597,236,47,225,60,0,0,10,3
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL ”DEGEȚICA”",31,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:20",990,975,2,11,2,325,312,0,11,2,319,6,1127,802,44,145,91,3,2,18,16
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL DIVICI",296,POJEJENA,53513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:47:58",236,205,1,21,9,151,120,1,21,9,145,5,228,78,9,28,103,1,0,2,2
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL DOMAN",67,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:18:32",575,569,1,5,0,156,151,0,5,0,151,5,628,472,28,80,24,2,2,9,6
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL GAI",151,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:08:24",1123,1114,2,2,5,483,475,1,2,5,463,20,1130,647,55,92,229,3,4,26,54
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL GORNEA",319,SICHEVIŢA,53853,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:50",467,445,0,9,13,280,258,0,9,13,265,15,490,210,75,67,92,2,1,10,18
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL LUNCAVIȚA",267,LUNCAVIŢA,53130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:38:18",636,609,0,14,13,387,360,0,14,13,368,19,667,280,25,123,202,0,0,4,14
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 CELNIC",94,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:52",622,611,1,7,3,224,214,0,7,3,206,18,678,454,25,90,65,2,2,10,12
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR.2",150,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:48",1132,1121,3,1,7,511,503,0,1,7,495,16,1045,534,65,123,232,0,4,31,40
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",72,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:49",548,541,0,7,0,262,255,0,7,0,239,23,598,336,41,77,87,1,0,10,23
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR.4",81,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:20:26",1053,1046,0,7,0,394,387,0,7,0,378,16,1162,768,69,127,128,2,5,16,31
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 BOCȘA",115,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:18",1438,1413,1,13,11,695,671,0,13,11,672,9,1485,84,59,271,270,3,2,41,26
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR.4 SIGISMUND",99,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:58",550,538,1,7,4,198,187,0,7,4,174,24,603,405,27,83,36,4,3,5,16
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL NR.5",88,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:27:18",1194,1179,5,9,1,428,418,0,9,1,416,12,1099,28,50,140,159,2,4,20,41
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 STEIERDORF",101,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:56",564,551,1,9,3,230,218,0,9,3,215,15,606,376,48,93,48,0,1,17,8
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL ” PRICHINDELUL” CRUŞOVĂŢ",219,CORNEA,52115,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:16",423,355,0,35,33,334,266,0,35,33,320,14,384,50,185,51,59,1,2,16,6
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL PRILIPEŢ",181,BOZOVICI,51573,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:08",560,549,0,1,10,317,306,0,1,10,297,20,616,299,44,36,203,0,3,7,4
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL RADIMNA",297,POJEJENA,53513,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:01:29",486,447,1,5,33,264,229,0,5,30,263,1,493,229,19,64,169,1,1,5,4
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL SACU",310,SACU,53755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:26:54",713,651,1,24,37,465,403,1,24,37,451,14,717,247,74,83,265,3,2,14,10
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL SLATINA-NERA",317,"SASCA MONTANĂ",53791,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:51",337,295,0,33,9,153,111,0,33,9,143,10,327,174,12,57,68,0,0,4,2
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL ȘOȘDEA",275,MĂURENI,53247,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:13",761,703,0,21,37,459,401,0,21,37,437,22,776,317,37,39,331,1,1,26,2
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL TINCOVA",312,SACU,53755,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:33:54",400,376,0,12,12,225,201,0,12,12,211,14,413,188,50,50,97,1,3,4,6
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM NORMAL VALEA OHĂBII",152,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:47",532,520,1,7,4,250,239,0,7,4,243,7,573,323,45,64,98,1,1,10,24
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT „DUMBRAVA MINUNATĂ”, REȘIȚA",39,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:18",1282,1275,0,7,0,462,455,0,7,0,452,10,1405,943,54,239,114,4,2,12,27
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT „DUMBRAVA MINUNATĂ”, REȘIȚA",40,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:35:29",989,978,2,9,0,325,316,0,9,0,310,15,1079,754,28,170,66,4,1,15,26
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT „DUMBRAVA MINUNATĂ”, REȘIȚA",38,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:31",1232,1220,4,8,0,379,371,0,8,0,357,22,1349,970,49,182,77,3,6,13,27
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 1 CARANSEBEȘ",77,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:58:42",1597,1576,1,9,11,650,630,0,9,11,622,28,1557,877,89,222,215,6,4,28,58
11,CARAŞ-SEVERIN,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",148,"ORAŞ OŢELU ROŞU",51207,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:44",1050,1036,2,10,2,394,381,1,10,2,381,13,1139,745,44,94,182,1,3,22,35
11,CARAŞ-SEVERIN,"GRĂDINIȚA LIUBCOVA",172,BERZASCA,51449,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:11:04",853,819,3,18,13,490,459,0,18,13,434,26,903,443,52,151,200,2,3,17,9
11,CARAŞ-SEVERIN,"GRĂDINIŢA PN NR. 2",134,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:55",857,841,4,6,6,418,405,1,6,6,406,12,934,516,62,137,136,5,3,40,23
11,CARAŞ-SEVERIN,"GRĂDINȚA CU PROGRAM NORMAL",143,"ORAŞ ORAVIŢA",51118,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:18",502,493,1,5,3,223,215,0,5,3,214,9,547,322,31,61,75,1,0,37,9
11,CARAŞ-SEVERIN,"LICEUL DE ARTE ”SABIN PĂUȚA”",57,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:18",906,893,0,8,5,291,278,0,8,5,283,8,985,694,40,148,54,3,3,12,23
11,CARAŞ-SEVERIN,"LICEUL DE ARTE ”SABIN PĂUȚA”",58,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:00:25",1121,1111,3,3,4,388,381,0,3,4,377,11,1230,842,32,214,90,7,1,10,23
11,CARAŞ-SEVERIN,"LICEUL DE ARTE „SABIN PĂUȚA”, REȘIȚA-SALA DE SPORT",59,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:44",1250,1248,0,2,0,465,463,0,2,0,465,0,1377,912,25,261,124,3,0,14,38
11,CARAŞ-SEVERIN,"LICEUL DE ARTE „SABIN PĂUȚA”, REȘIȚA-SALA DE SPORT",60,"MUNICIPIUL REŞIŢA",50790,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:10",1018,1010,0,8,0,395,387,0,8,0,387,8,1114,719,40,201,95,1,0,18,32
11,CARAŞ-SEVERIN,"LICEUL HERCULES",106,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:14:46",967,930,4,23,10,537,502,2,23,10,518,19,1021,484,53,160,257,4,3,20,21
11,CARAŞ-SEVERIN,"LICEUL HERCULES",105,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:20",889,858,0,23,8,450,419,0,23,8,435,15,949,497,38,127,230,1,2,20,17
11,CARAŞ-SEVERIN,"LICEUL HERCULES(FOSTA SCOALA GENERALA)",104,"ORAŞ BĂILE HERCULANE",50923,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:32:55",1431,1379,5,34,13,779,732,0,34,13,739,40,1527,748,90,211,333,4,7,42,52
11,CARAŞ-SEVERIN,"LICEUL ”MATHIAS HAMMER”",92,"ORAŞ ANINA",50889,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:02",845,788,4,9,44,352,299,0,9,44,319,33,868,516,32,164,81,2,3,17,20
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC BERZOVIA",173,BERZOVIA,51500,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:08:57",906,874,1,23,8,481,449,1,23,8,462,19,967,486,45,225,114,12,3,10,53
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC BERZOVIA",174,BERZOVIA,51500,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:16:39",918,892,0,19,7,440,414,0,19,7,394,25,982,546,62,222,62,7,0,10,31
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII” (CICLUL GIMNAZIAL)",126,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:28:24",942,928,0,12,2,391,377,0,12,2,377,14,1036,645,40,120,172,8,2,20,15
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII” (CICLUL LICEAL)",125,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:42:44",789,774,0,13,2,321,306,0,13,2,300,17,857,537,26,76,172,2,1,10,13
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII ” CORP C4- ȘCOALA CU 10 CLASE",128,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:17",1286,1269,2,12,3,475,460,0,12,3,455,20,1400,925,41,117,270,9,2,10,6
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CLISURA DUNĂRII” MOLDOVA NOUĂ (CICLUL LICEAL-INTRARE ELEVI)",124,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:19:22",1051,1030,1,16,4,392,372,0,16,4,316,24,1136,404,0,92,197,2,3,10,12
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „CLISURA DUNĂRII” MOLDOVA NOUĂ - SEDIUL ALIANȚEI PENSIONARILOR DIN ROMÂNIA-FILIALA MOLDOVA NOUĂ",127,"ORAŞ MOLDOVA NOUĂ",51056,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:11",925,898,1,10,16,364,338,0,10,16,354,10,990,626,32,97,178,10,2,12,23
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”CONSTANTIN LUCACI” BOCSA",117,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:35:21",1490,1478,0,6,6,602,590,0,6,6,588,14,1600,998,69,213,255,3,2,29,17
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „CONSTANTIN LUCACI” BOCȘA",118,"ORAŞ BOCŞA",50969,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:34:30",1221,1214,2,3,2,485,480,0,3,2,462,23,1339,854,60,162,214,0,2,16,8
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DACIA”",75,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:11:29",1386,1370,3,13,0,569,556,0,13,0,552,15,1267,698,61,185,240,3,4,16,43
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC „DACIA” CARANSEBEȘ, CORP B",89,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:17",737,731,1,5,0,317,313,0,4,0,305,12,810,493,31,143,93,2,2,13,21
11,CARAŞ-SEVERIN,"LICEUL TEHNOLOGIC ”DECEBAL”",86,"MUNICIPIUL CARANSEBEŞ",51010,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:33:12",1346,1338,1,7,0,540,533,0,7,0,501,35,1285,739,68,186,174,4,5,27,37
