precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"GRĂDINIȚA CU PROGRAM NORMAL NR.1 VALEA STANCIULUI",520,"VALEA STANCIULUI",74581,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:20",684,652,0,32,0,418,386,0,32,0,391,27,700,282,12,65,254,23,2,15,6,14
17,DOLJ,"GRADINITA TUGURESTI",519,"VALEA STANCIULUI",74581,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:41",513,485,0,27,1,342,314,0,27,1,316,26,600,258,11,73,145,35,2,13,3,34
17,DOLJ,"SALA DE SEDINȚĂ A CONSILIULUI LOCAL",518,"VALEA STANCIULUI",74581,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:32:25",1163,1120,0,43,0,783,740,0,43,0,732,51,1205,422,16,274,304,50,12,68,2,6
17,DOLJ,"SCOALA CU CLASELE I-IV",522,"VALEA STANCIULUI",74581,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:55:16",569,543,0,26,0,364,338,0,26,0,349,15,600,236,22,76,102,54,78,7,4,6
17,DOLJ,"SCOALA CU CLASELE I-VIII",521,"VALEA STANCIULUI",74581,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:28:04",1333,1306,0,24,3,729,702,0,24,3,678,51,1400,671,40,249,233,119,10,19,3,5
