precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
41,VRANCEA,"CONSILIUL LOCAL URECHEŞTI",318,URECHEŞTI,178279,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:08:15",1740,1727,1,12,0,866,853,1,12,0,822,44,1898,1032,621,48,153
41,VRANCEA,"ŞCOALA PRIMARĂ URECHEŞTI",319,URECHEŞTI,178279,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:23",465,462,1,2,0,251,249,0,2,0,242,9,505,254,189,6,47
