precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOROŞANU DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BUTURUGĂ MIHAELA-PARTIDUL S.O.S. ROMÂNIA-voturi","CABA SERGIU-COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PINTILIE SILVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","ANGHEL IUSTINA-voturi","MARICA COSTEL FLORIN BEBE-PARTIDUL NAȚIONAL LIBERAL-voturi"
41,VRANCEA,"SALA DE SPORT VIDRA",335,VIDRA,178377,3,PART,PRCNCT,P,P_SV,"2024-06-11 18:27:25",1473,1448,5,13,7,742,721,1,13,7,722,20,1601,859,74,14,111,308,15,200
41,VRANCEA,"SCOALA GENERALA",339,VIDRA,178377,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:41",354,339,1,8,6,207,193,0,8,6,195,12,381,174,9,3,46,94,1,42
41,VRANCEA,"SCOALA GENERALA",338,VIDRA,178377,3,PART,PRCNCT,P,P_SV,"2024-06-11 21:25:20",700,689,0,8,3,323,312,0,8,3,299,24,758,435,36,10,34,145,2,72
41,VRANCEA,"SCOALA GENERALA",337,VIDRA,178377,3,PART,PRCNCT,P,P_SV,"2024-06-11 21:11:54",725,716,0,3,6,353,344,0,3,6,328,25,794,441,32,12,73,149,9,53
41,VRANCEA,"SCOALA GENERALA",342,VIDRA,178377,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:40",554,545,0,9,0,286,277,0,9,0,274,12,601,315,6,7,15,196,0,50
41,VRANCEA,"SCOALA GENERALA",336,VIDRA,178377,4,PART,PRCNCT,P,P_SV,"2024-06-11 20:47:09",644,634,1,5,4,319,309,1,5,4,297,22,709,390,32,21,35,162,7,40
41,VRANCEA,"SCOALA GENERALA",343,VIDRA,178377,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:53:35",272,265,0,7,0,142,135,0,7,0,132,10,293,151,14,1,24,47,3,43
41,VRANCEA,"SCOALA GENERALA",340,VIDRA,178377,3,PART,PRCNCT,P,P_SV,"2024-06-11 21:34:28",455,446,0,8,1,210,201,0,8,1,192,18,494,284,22,4,41,54,14,57
41,VRANCEA,"ȘCOALA GENERALĂ TICHIRIȘ - ȘCOALA NOUĂ",341,VIDRA,178377,3,PART,PRCNCT,P,P_SV,"2024-06-11 22:09:44",597,586,0,5,6,344,333,0,5,6,327,17,651,307,23,0,99,149,1,55
