precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NICHITEAN DUMITRU-UNIUNEA SALVAȚI ROMÂNIA-voturi","LAZAR GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","GHELIUC VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","PRELIPCEAN DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SFÎRNACIUC DOREL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",379,MARGINEA,149290,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:47:58",1739,1732,1,0,6,828,821,1,0,6,809,19,1904,1076,16,507,28,220,38
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",378,MARGINEA,149290,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:22",1692,1689,0,0,3,807,804,0,0,3,772,35,1900,1093,20,404,34,282,32
35,SUCEAVA,"LICEUL TEHNOLOGIC VASILE GHERASIM MARGINEA",377,MARGINEA,149290,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:41",1697,1690,0,1,6,738,731,0,1,6,709,29,1900,1162,20,409,38,222,20
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 2 MARGINEA",376,MARGINEA,149290,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:36",1653,1640,1,9,3,795,783,0,9,3,781,14,1800,1005,46,407,104,202,22
35,SUCEAVA,"SCOALA CU CLASELE I-VIII NR. 3 MARGINEA",380,MARGINEA,149290,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:23",1948,1931,0,8,9,929,912,0,8,9,905,24,2110,1181,30,552,24,284,15
