precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi"
35,SUCEAVA,"CAMINUL CULTURAL COROCAIESTI",530,VEREŞTI,151022,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:51",1287,1287,0,0,0,538,538,0,0,0,512,26,1336,798,54,314,124,19,1
35,SUCEAVA,"CAMINUL CULTURAL VERESTI",527,VEREŞTI,151022,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:50",1244,1243,1,0,0,605,605,0,0,0,578,27,1300,695,145,247,166,17,3
35,SUCEAVA,"SALA DE SEDINTE A CONSILIULUI LOCAL VERESTI",531,VEREŞTI,151022,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:25:38",952,949,0,3,0,524,521,0,3,0,456,68,1200,676,144,251,48,7,6
35,SUCEAVA,"SCOALA GIMNAZIALA BURSUCENI",528,VEREŞTI,151022,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:31",1150,1150,0,0,0,442,442,0,0,0,424,18,1200,758,63,211,123,24,3
35,SUCEAVA,"SCOALA GIMNAZIALA COROCAIESTI",529,VEREŞTI,151022,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:51",1028,1028,0,0,0,429,429,0,0,0,414,15,1200,771,39,222,126,25,2
