precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PAPUC NICUŞOR-FLORIN-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
20,GORJ,"CĂMIN CULTURAL BĂLEŞTI",139,BĂLEŞTI,77910,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 20:59:57",1736,1698,0,20,18,1176,1138,0,20,18,1060,116,1900,724,687,6,95,65,17,124,13,0,53
20,GORJ,"CĂMIN CULTURAL RASOVA",142,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:31",447,425,0,16,6,312,290,0,16,6,302,10,477,165,206,3,24,25,2,18,1,1,22
20,GORJ,"CĂMIN CULTURAL STOLOJANI",143,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:44",558,533,0,19,6,346,321,0,19,6,337,9,600,254,232,2,14,11,1,48,3,2,24
20,GORJ,"ŞCOALA GIMNAZIALĂ ”ANTONIE MOGOŞ”",140,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:22",1920,1891,1,18,10,1123,1095,0,18,10,1086,37,2100,977,643,12,135,86,13,116,10,18,53
20,GORJ,"ŞCOALA GIMNAZIALĂ CORNEŞTI",141,BĂLEŞTI,77910,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 21:10:44",802,776,6,18,2,488,468,0,18,2,470,18,900,412,266,11,11,14,7,64,1,0,96
20,GORJ,"ŞCOALA PRIMARĂ TĂLPĂŞEŞTI",144,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:55",511,500,0,11,0,314,303,0,11,0,301,13,500,186,181,2,16,17,3,55,1,2,24
20,GORJ,"ŞCOALA PRIMARĂ TĂMĂŞEŞTI",145,BĂLEŞTI,77910,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 21:38:40",567,546,0,15,6,385,364,0,15,6,365,14,600,215,205,6,58,19,3,49,7,1,17
