precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CICEU-CORABIA",125,CICEU-MIHĂIEŞTI,179953,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:24:55",117,105,0,10,2,79,67,0,10,2,72,7,120,41,0,4,0,0,0,6,20,36,6
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ CLASELE I - IV NEPOS",138,FELDRU,33248,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:52:09",1553,1532,2,6,13,754,734,1,6,13,721,33,1598,844,1,30,4,7,2,70,22,319,266
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTEŞTII CICEULUI",303,URIU,35269,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:31:51",1011,979,1,14,17,581,550,0,14,17,547,34,1090,509,3,17,0,1,3,49,33,174,267
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTUR-ŞIEU",267,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:22:48",379,372,2,4,1,246,241,0,4,1,232,14,400,154,2,7,0,7,0,30,11,68,107
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DELURENI",307,URMENIŞ,35312,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:10:36",249,246,0,3,0,146,143,0,3,0,133,13,250,104,0,4,0,0,0,23,5,42,59
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DIPŞA CLASELE I - IV",141,"GALAŢII BISTRIŢEI",33275,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:49:48",684,674,0,1,9,354,344,0,1,9,331,23,700,346,5,17,8,1,0,21,16,201,62
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",128,DUMITRA,33202,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:32:57",1128,1098,5,7,18,663,638,0,7,18,617,46,1232,569,8,23,20,2,0,97,125,236,106
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ DUMITRA",129,DUMITRA,33202,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:35:51",1475,1465,1,4,5,892,883,0,4,5,855,37,1600,708,2,27,39,3,1,173,113,264,233
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ FÎNTÎNIŢA",189,"MICEŞTII DE CÂMPIE",33845,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:46:14",262,249,0,1,12,182,169,0,1,12,162,20,300,118,6,91,0,1,0,11,8,35,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HĂŞMAŞU CICEULUI",304,URIU,35269,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:35:42",181,173,0,8,0,117,109,0,8,0,109,8,190,73,0,7,1,0,0,7,5,37,52
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HERINA CLASELE I - IV",142,"GALAŢII BISTRIŢEI",33275,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:52:21",444,436,0,5,3,259,251,0,5,3,245,14,480,221,2,14,2,0,2,19,4,192,10
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ILIŞUA",305,URIU,35269,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:38:31",626,599,0,12,15,386,359,0,12,15,376,10,657,271,5,10,3,0,1,41,15,124,177
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LELEŞTI",126,CICEU-MIHĂIEŞTI,179953,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:27:47",121,112,1,8,0,74,66,0,8,0,70,4,121,47,1,3,1,1,0,3,11,44,6
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ LUNCA SĂTEASCĂ",282,TÂRLIŞUA,35152,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:16:27",472,441,1,12,18,265,235,0,12,18,241,24,503,238,2,9,1,0,5,8,3,137,76
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ NR. 2 LUNCA LEŞULUI",161,LEŞU,33514,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:57:17",947,925,0,7,15,629,607,0,7,15,561,68,1000,371,9,19,0,2,0,58,81,224,168
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PERIŞOR",312,ZAGRA,35429,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:15:23",413,403,0,3,7,243,233,0,3,7,227,16,450,207,0,10,0,0,0,16,2,132,67
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PODEREE",137,FELDRU,33248,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:49:49",410,399,0,7,4,220,209,0,7,4,188,32,447,227,0,8,1,4,0,24,8,83,60
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ POIENILE ZAGREI",313,ZAGRA,35429,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:18:00",710,690,0,6,14,425,405,0,6,14,414,11,750,325,3,2,1,0,2,18,1,363,24
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PRUNDU BÂRGĂULUI",219,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:23",1110,1098,1,3,8,607,596,0,3,8,586,21,1200,593,2,7,10,5,1,49,17,417,78
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GENERALĂ PRUNDU BÂRGĂULUI",220,"PRUNDU BÂRGĂULUI",34235,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:45",1417,1410,4,0,3,736,733,0,0,3,706,30,1500,764,0,8,4,4,1,86,49,469,85
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ PURCĂRETE",198,NEGRILEŞTI,179659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:45:01",175,162,0,10,3,113,100,0,10,3,111,2,189,76,53,2,1,0,0,6,3,20,26
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ RETEAG POIENI, CLASELE I - IV",216,"PETRU RAREŞ",34173,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:26:52",746,738,0,4,4,352,344,0,4,4,288,56,800,448,5,21,2,2,0,53,16,82,107
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ŞIRIOARA",268,ŞIEU-ODORHEI,34770,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:25:20",199,190,1,2,6,136,128,0,2,6,130,6,200,64,1,3,1,20,0,8,7,67,23
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ SUPLAI",314,ZAGRA,35429,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:19:54",533,517,0,4,12,289,273,0,4,12,279,4,580,291,0,5,0,2,0,13,1,245,13
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ TĂRPIU",131,DUMITRA,33202,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:40:42",795,782,0,6,7,378,365,0,6,7,350,28,843,465,3,4,13,1,1,43,15,170,100
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ URIU",302,URIU,35269,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:29:14",1347,1276,1,33,37,896,826,0,33,37,860,36,1402,506,1,213,6,1,1,34,29,141,434
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ZAGRA",310,ZAGRA,35429,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:07:02",828,801,0,4,23,543,516,0,4,23,508,35,900,357,5,26,1,0,2,50,17,336,71
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ANIEŞ",174,MAIERU,33621,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:50:49",1521,1515,1,0,5,965,960,0,0,5,898,67,1650,685,7,26,5,10,3,247,29,345,226
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",79,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:58:38",1451,1440,3,8,0,732,724,0,8,0,682,50,1600,868,5,19,6,2,0,76,48,229,297
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",78,"ORAŞ SÂNGEORZ-BĂI",32599,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:52:47",1345,1330,2,7,6,621,608,0,7,6,576,45,1450,829,6,31,1,4,1,72,41,181,239
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",37,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:13:43",1173,1166,0,7,0,533,526,0,7,0,523,10,1300,767,4,44,13,6,4,41,39,236,136
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",36,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:45:14",1205,1193,3,7,2,562,553,0,7,2,543,19,1300,738,0,30,14,9,6,47,45,250,142
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BICHIGIU",294,TELCIU,35054,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:28:45",660,643,5,7,5,258,242,4,7,5,215,43,700,442,14,8,0,0,2,31,54,45,61
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDACU DE SUS",133,DUMITRIŢA,179686,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:34:27",1575,1535,1,10,29,895,855,1,10,29,766,129,1680,785,7,40,8,8,4,158,22,460,59
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDEŞTI",97,BUDEŞTI,32768,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:53:29",446,427,1,6,12,283,265,0,6,12,248,35,472,189,2,15,1,2,2,23,8,122,73
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDUŞ",93,"BUDACU DE JOS",32704,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:19:02",453,433,0,2,18,263,243,0,2,18,247,16,500,237,4,9,0,1,0,32,9,153,39
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CICEU-GIURGEŞTI",122,CICEU-GIURGEŞTI,32955,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:16:29",726,678,0,20,28,500,452,0,20,28,448,52,751,251,4,11,7,1,9,55,36,156,169
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",225,REBRIŞOARA,34280,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:09:13",1401,1379,2,0,20,848,827,1,0,20,800,48,1500,652,5,17,8,5,1,89,14,374,287
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-IV REBRIŞOARA",226,REBRIŞOARA,34280,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:07:01",1663,1633,0,6,24,1005,975,0,6,24,949,56,1800,795,5,21,13,3,6,98,3,384,416
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CLASELE I-VIII, ROMULI",234,ROMULI,34360,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:56:28",1066,1020,0,4,42,749,703,0,4,42,708,41,1100,351,6,33,6,12,0,114,11,404,122
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ COCIU",277,ŞINTEREAG,34903,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:08:28",840,832,0,2,6,512,504,0,2,6,474,38,900,388,5,14,4,0,6,36,41,195,173
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORMAIA",84,"ORAŞ SÂNGEORZ-BĂI",32599,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:03:32",773,765,0,8,0,393,385,0,8,0,315,75,850,460,4,4,1,0,1,35,4,75,191
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORVINEŞTI",177,MATEI,33658,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:46:57",499,478,0,4,17,332,311,0,4,17,295,37,550,218,1,13,1,0,0,37,17,128,98
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”DEMIAN NECHITI”",147,"ILVA MICĂ",33364,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:18:02",1389,1352,0,0,37,843,806,0,0,37,784,59,1500,657,2,26,7,2,1,108,14,519,105
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOBRIC",104,"CĂIANU MIC",32811,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:01:49",1170,1126,1,0,43,549,506,0,0,43,516,33,1192,643,1,3,3,0,0,46,15,358,90
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ DOROLEA",165,LIVEZILE,33541,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:18",579,559,5,12,3,321,306,0,12,3,305,16,620,299,1,8,3,3,2,33,14,212,29
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ DUMITRIȚA",132,DUMITRIŢA,179686,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:36:39",1079,1047,2,6,24,637,607,0,6,24,581,52,1150,513,18,44,0,2,1,129,19,288,80
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ENEA GRAPINI” ŞANŢ",251,ŞANŢ,34618,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:19:50",1121,1098,0,4,19,825,802,0,4,19,786,39,1200,375,10,12,2,9,2,97,52,247,355
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ „GEORGE COŞBUC”",127,COŞBUC,33177,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:30:51",1613,1578,1,4,30,931,897,0,4,30,874,57,1732,801,3,34,0,12,0,103,16,486,220
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”GRIGORE SILAŞI”",63,"ORAŞ BECLEAN",32483,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:12:29",1532,1518,2,6,6,804,791,1,6,6,782,22,1650,846,3,87,8,12,5,59,88,301,219
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ JOSENII BÎRGĂULUI",149,"JOSENII BÂRGĂULUI",33382,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:25:37",865,863,0,0,2,535,533,0,0,2,502,33,955,420,1,15,11,1,2,243,37,107,85
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ LIVEZILE",163,LIVEZILE,33541,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:32:48",1263,1247,1,10,5,687,672,0,10,5,653,34,1400,713,14,35,5,1,0,45,62,405,86
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LIVIU REBREANU” CHIUZA",118,CHIUZA,33122,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:12:23",732,705,1,20,6,517,491,0,20,6,493,24,800,283,6,13,2,3,0,46,33,241,149
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",15,"MUNICIPIUL BISTRIŢA",32394,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:37:23",1625,1611,6,8,0,782,774,0,8,0,768,14,1750,968,3,74,18,22,7,86,68,282,208
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",13,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:05:08",1585,1581,2,2,0,689,686,1,2,0,675,14,1800,1111,4,38,21,17,4,44,57,291,199
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”LUCIAN BLAGA”",14,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:48:38",1574,1566,0,8,0,690,682,0,8,0,661,19,1708,1018,6,70,12,9,8,57,53,255,191
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MĂRIŞELU",186,MĂRIŞELU,33765,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:01:41",488,481,0,3,4,256,249,0,3,4,241,15,500,244,0,17,1,1,1,39,8,138,36
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MATEI",175,MATEI,33658,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:42:48",564,556,0,2,6,426,418,0,2,6,390,36,600,174,0,256,0,0,3,5,1,88,37
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",71,"ORAŞ NĂSĂUD",32544,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:32:20",1517,1493,6,11,7,759,741,0,11,7,718,41,1650,891,3,23,5,11,5,60,25,260,326
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MITITEI",202,NIMIGEA,33989,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:17",578,549,0,12,17,419,390,0,12,17,389,30,650,231,4,4,1,8,1,18,11,182,160
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MONARIU",95,"BUDACU DE JOS",32704,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:22:18",434,424,1,6,3,269,260,0,6,3,256,13,451,182,1,2,2,2,2,52,3,102,90
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MUREŞENII BÎRGĂULUI",298,"TIHA BÂRGĂULUI",35090,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:46:49",1331,1321,1,6,3,698,689,0,6,3,658,40,1500,802,3,14,5,4,2,128,25,379,98
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NEGRILEŞTI",196,NEGRILEŞTI,179659,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 17:03:01",1086,993,1,54,38,718,625,1,54,38,691,27,1097,379,219,30,6,5,5,84,29,136,177
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NIMIGEA DE JOS",199,NIMIGEA,33989,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:18:35",1342,1274,1,21,46,885,819,0,21,45,838,47,1446,561,0,220,6,2,1,34,15,387,173
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",10,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:40:33",1359,1348,1,10,0,638,628,0,10,0,624,14,1500,862,1,44,15,13,7,32,57,278,177
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",11,"MUNICIPIUL BISTRIŢA",32394,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:44:30",1115,1092,1,7,15,543,521,0,7,15,539,4,1250,707,7,43,9,14,4,41,43,244,134
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",8,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:02",997,991,1,5,0,442,437,0,5,0,432,10,1100,658,4,23,13,12,4,25,40,173,138
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 1",9,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:16",1096,1089,1,6,0,448,442,0,6,0,440,8,1200,752,0,25,15,9,4,41,29,202,115
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.1 GERSA I",227,REBRIŞOARA,34280,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:03:51",548,531,0,9,8,402,385,0,9,8,382,20,600,198,0,21,3,0,0,61,2,158,137
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 1 - LEȘU",160,LEŞU,33514,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 18:54:46",1343,1265,1,17,60,874,796,1,17,60,803,71,1450,576,4,23,5,0,3,56,28,443,241
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2",146,"ILVA MICĂ",33364,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 13:15:10",1261,1225,1,5,30,684,649,0,5,30,649,35,1334,650,0,15,7,4,0,70,25,432,96
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 BISTRIŢA BÎRGĂULUI",86,"BISTRIŢA BÂRGĂULUI",32633,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:11:21",969,958,0,7,4,516,505,0,7,4,482,34,1100,584,2,18,2,6,13,79,35,229,98
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",229,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:57:06",926,909,0,8,9,587,570,0,8,9,538,49,1003,416,2,27,1,3,0,89,107,263,46
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 2 ”FLORIAN PORCIUS” RODNA",230,RODNA,34333,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:05",933,916,2,2,13,580,565,0,2,13,552,28,1000,420,5,34,1,2,1,103,79,255,72
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",32,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:31",1726,1715,6,4,1,822,817,0,4,1,805,17,1900,1078,8,41,17,18,12,67,70,306,266
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 4",31,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:42:44",1709,1701,4,4,0,923,919,0,4,0,902,11,1900,977,2,26,20,19,4,52,70,360,349
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ NR. 4",33,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:52:36",1231,1221,0,10,0,493,483,0,10,0,475,18,1350,857,2,28,8,7,4,42,38,199,147
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR. 7 VIIŞOARA",57,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:52:30",1552,1523,4,24,1,673,648,0,24,1,633,40,1770,1097,4,25,13,10,8,114,38,203,218
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NR.7 VIIŞOARA",58,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:07:11",1205,1194,7,4,0,554,550,0,4,0,536,18,1370,816,1,20,10,12,2,41,40,209,201
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ PIATRA FÎNTÎNELE",299,"TIHA BÂRGĂULUI",35090,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:18:42",320,310,0,8,2,171,162,0,8,1,151,20,345,174,0,3,1,0,2,34,7,79,25
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",223,REBRA,34262,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:36:30",1042,1020,1,8,13,646,625,0,8,13,535,111,1150,504,0,0,0,0,0,131,52,135,217
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ REBRA CLASELE I-IV",224,REBRA,34262,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:41:58",1114,1079,1,17,17,645,613,0,17,15,586,59,1150,505,0,9,0,1,0,189,51,131,205
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SEBIŞ",272,ŞIEUŢ,34850,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:04:28",667,649,1,1,16,502,485,0,1,16,461,41,700,198,2,15,3,2,1,59,19,254,106
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”SEVER POP” POIANA ILVEI",218,"POIANA ILVEI",179720,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:17",1197,1152,0,0,45,834,789,0,0,45,780,54,1319,485,2,24,3,2,1,155,43,445,105
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SIMIONEŞTI",96,"BUDACU DE JOS",32704,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:24:15",179,169,1,2,7,113,104,1,2,6,107,6,200,87,1,3,0,1,1,6,3,61,31
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SITA",249,SPERMEZEU,34547,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 21:06:43",173,163,0,3,7,173,163,0,3,7,158,15,284,111,2,3,0,0,0,28,1,37,87
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",40,"MUNICIPIUL BISTRIŢA",32394,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:08:45",1343,1326,7,10,0,608,598,0,10,0,587,11,1511,903,4,15,13,13,4,35,53,270,180
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ŞTEFAN CEL MARE”",39,"MUNICIPIUL BISTRIŢA",32394,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:23:13",1221,1174,4,8,35,624,581,0,8,35,615,9,1300,676,3,41,15,13,8,45,60,263,167
