precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL",305,BOD,40606,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:43",1286,1258,11,13,4,709,690,2,13,4,689,20,1318,609,229,52,20,275,44,69
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",306,BOD,40606,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:22:01",890,867,2,9,12,456,435,0,9,12,441,15,1000,544,159,44,60,117,19,42
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",307,BOD,40606,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:32:53",991,968,2,10,11,539,518,1,10,10,519,20,1100,561,211,62,59,134,5,48
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BOD SAT",304,BOD,40606,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:06",1602,1584,2,9,7,899,883,0,9,7,878,21,1700,801,230,87,11,392,111,47
