precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"REŞIT TANER-PARTIDUL SOCIAL DEMOCRAT-voturi","DICU BOGDAN-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TOADER GEORGE-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MOISEI ION-FORȚA DREPTEI-voturi","NEBUNU GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","MARINESCU DOINA-PARTIDUL S.O.S. ROMÂNIA-voturi","SĂRĂCILĂ DORIN-PARTIDUL MIȘCAREA POPULARĂ-voturi","MICU CONSTANTIN-FLORIN-PARTIDUL ECOLOGIST ROMÂN-voturi"
14,CONSTANŢA,"GRĂDINIŢĂ NOUĂ",552,TUZLA,60721,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:14:43",1349,1333,2,10,4,823,809,0,10,4,811,12,1481,658,167,241,89,93,77,9,115,20
14,CONSTANŢA,"GRADINITA VECHE",549,TUZLA,60721,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:04",1151,1129,1,14,7,652,631,0,14,7,648,4,1245,593,260,140,49,136,9,7,34,13
14,CONSTANŢA,"ŞCOALA MARE TUZLA",551,TUZLA,60721,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:27:45",1820,1803,0,9,8,961,944,0,9,8,925,18,1980,1037,221,220,132,178,29,20,99,26
14,CONSTANŢA,"ŞCOALA MICĂ TUZLA",550,TUZLA,60721,3,PART,PRCNCT,P,P_SV,"2024-06-10 13:20:23",1753,1723,2,22,6,997,969,0,22,6,968,29,1895,898,283,240,114,166,15,10,106,34
