precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",749,"VALEA LUPULUI",100353,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:15:16",1807,1794,1,11,1,915,902,1,11,1,903,10,2000,1087,55,69,643,93,24,19
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",748,"VALEA LUPULUI",100353,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:53:46",1955,1949,5,1,0,1115,1114,0,1,0,1086,24,2100,987,95,91,741,107,15,37
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",751,"VALEA LUPULUI",100353,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:13",1862,1855,3,2,2,955,951,0,2,2,933,22,2000,1045,77,76,630,89,28,33
24,IAŞI,"CORP D-GRĂDINIȚA CU PROGRAM PRELUNGIT",750,"VALEA LUPULUI",100353,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:56",1801,1783,3,15,0,957,942,0,15,0,953,4,1900,943,52,47,664,139,19,32
24,IAŞI,"LICEUL ”PROF. MIHAI DUMITRIU”-CORP E",753,"VALEA LUPULUI",100353,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:55",1715,1706,1,8,0,636,628,0,8,0,624,7,1900,1256,66,41,412,67,11,27
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”- CORP E",752,"VALEA LUPULUI",100353,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:09",1749,1735,3,10,1,922,911,0,10,1,902,11,1900,987,81,66,620,85,11,39
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”-CORP E",754,"VALEA LUPULUI",100353,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:07",1806,1792,6,7,1,983,975,0,7,1,965,18,1918,935,52,48,703,87,20,55
