precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CALANCEA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢUGUI VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"GRĂDINIŢA ”POD DABÎCA”",536,"VICOVU DE JOS",151077,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:46",1074,1069,0,2,3,536,531,0,2,3,513,23,1180,644,36,477
35,SUCEAVA,"SCOALA CU CLASELE I-IV MARGINE",535,"VICOVU DE JOS",151077,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:34",765,751,0,3,11,402,388,0,3,11,388,14,850,448,23,365
35,SUCEAVA,"SCOALA CU CLASELE I-VIII IOAN VICOVEANU",532,"VICOVU DE JOS",151077,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:31:35",1345,1321,0,5,19,690,666,0,5,19,671,19,1450,760,51,620
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR.2 VICOVU DE JOS REMEZĂU",533,"VICOVU DE JOS",151077,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:00",983,973,0,5,5,411,401,0,5,5,396,15,1100,689,64,332
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ NR.2 VICOVU DE JOS REMEZĂU",534,"VICOVU DE JOS",151077,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:31",1052,1035,0,4,13,489,472,0,4,13,470,19,1150,661,73,397
