precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PHRALIPE AL ROMILOR-voturi","GAL DOMOKOŞ-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BALDA",184,"ORAŞ SĂRMAŞU",119242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:40:05",905,887,2,11,5,555,539,0,11,5,485,70,983,428,13,172,51,207,12,5,3,17,5
28,MUREŞ,"CĂMINUL CULTURAL SĂRMĂŞEL",187,"ORAŞ SĂRMAŞU",119242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:32",600,588,0,7,5,377,365,0,7,5,364,12,607,231,6,108,31,188,5,2,20,1,3
28,MUREŞ,"CĂMINUL CULTURAL SĂRMĂŞEL GARĂ",186,"ORAŞ SĂRMAŞU",119242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:00",532,514,1,5,12,326,308,1,5,12,305,21,585,259,6,65,37,164,23,3,3,4,0
28,MUREŞ,"CĂMINUL CULTURAL VIŞINELU",188,"ORAŞ SĂRMAŞU",119242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:18",343,334,1,5,3,223,215,0,5,3,212,11,376,152,1,114,20,71,2,2,2,0,0
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” SĂRMAŞU",182,"ORAŞ SĂRMAŞU",119242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:50",792,779,1,9,3,462,450,0,9,3,430,32,865,403,17,37,27,124,208,4,5,4,4
28,MUREŞ,"LICEUL TEORETIC ”SAMUIL MICU” - ŞCOALA GIMNAZIALĂ SĂRMAŞU",183,"ORAŞ SĂRMAŞU",119242,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:57:35",984,976,0,7,1,601,593,0,7,1,545,56,1065,463,88,75,30,152,101,7,14,65,13
28,MUREŞ,"SALĂ SPORT SĂRMAŞU",181,"ORAŞ SĂRMAŞU",119242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:39",1101,1073,0,22,6,660,632,0,22,6,638,22,1186,526,15,161,39,244,145,8,9,4,13
28,MUREŞ,"ŞCOALA PRIMARĂ LARGA",185,"ORAŞ SĂRMAŞU",119242,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:50:04",149,136,0,11,2,84,71,0,11,2,78,6,160,76,1,41,5,12,9,1,4,1,4
