precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"ŞCOALA GENERALĂ",198,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:51:53",46,40,0,5,1,28,22,0,5,1,25,3,51,23,13,0,8,2,0,1,0,0,1
33,SĂLAJ,"ŞCOALA GENERALĂ",195,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:22:50",114,104,0,9,1,68,58,0,9,1,65,3,121,53,23,1,21,5,0,6,0,0,9
33,SĂLAJ,"ŞCOALA GENERALĂ",190,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:05",155,145,2,7,1,119,109,2,7,1,117,2,161,42,41,1,26,28,5,8,1,0,7
33,SĂLAJ,"ŞCOALA GENERALĂ",181,HIDA,141447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:51:19",412,405,0,5,2,203,196,0,5,2,185,11,459,263,88,3,58,14,0,15,0,6,1
33,SĂLAJ,"ŞCOALA GENERALĂ",193,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:08",91,83,0,8,0,53,45,0,8,0,47,6,101,48,16,1,17,7,2,4,0,0,0
33,SĂLAJ,"ŞCOALA GENERALĂ",196,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:44:30",103,100,0,2,1,66,63,0,2,1,64,2,121,55,33,0,18,7,1,1,0,2,2
33,SĂLAJ,"ŞCOALA GENERALĂ",194,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:13",98,82,0,16,0,67,51,0,16,0,60,7,100,33,24,2,16,5,8,3,0,0,2
33,SĂLAJ,"ŞCOALA GENERALĂ",197,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:01:44",83,71,2,10,0,59,49,0,10,0,58,1,98,39,15,3,12,7,4,10,0,3,4
33,SĂLAJ,"ŞCOALA GENERALĂ",180,HIDA,141447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:32:05",26,16,0,10,0,16,6,0,10,0,16,0,40,24,7,1,5,1,0,2,0,0,0
33,SĂLAJ,"ȘCOALA GENERALĂ ”ADY ENDRE” LOMPIRT",291,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:07",728,687,1,8,32,433,393,0,8,32,409,24,750,317,27,338,23,3,12,5,1,0,0
33,SĂLAJ,"ȘCOALA GENERALĂ BORZA",120,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:38:55",169,162,0,7,0,91,84,0,7,0,86,5,180,89,47,1,25,5,2,2,0,2,2
33,SĂLAJ,"ȘCOALA GENERALĂ BOZNA",296,TREZNEA,179631,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:33:24",209,181,0,23,5,169,141,0,23,5,164,5,217,48,55,6,63,12,2,24,0,1,1
33,SĂLAJ,"ȘCOALA GENERALĂ BREBI",121,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:42:55",451,441,1,7,2,239,230,0,7,2,233,6,490,251,109,2,74,22,9,15,0,1,1
33,SĂLAJ,"ȘCOALA GENERALĂ BRUSTURI",122,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:13:45",159,145,0,9,5,118,104,0,9,5,115,3,170,52,76,1,13,19,0,4,0,0,2
33,SĂLAJ,"ȘCOALA GENERALĂ CIGLEAN",123,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:36:40",114,107,0,6,1,72,65,0,6,1,70,2,130,58,30,2,26,4,2,3,0,1,2
33,SĂLAJ,"ŞCOALA GENERALĂ DOLHENI",191,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:29",79,71,0,6,2,53,45,0,6,2,51,2,91,38,22,1,12,9,2,2,0,2,1
33,SĂLAJ,"ŞCOALA GENERALĂ ”GEORGE COŞBUC”, CARTIER ORTELEC",38,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:42",1743,1737,0,6,0,867,861,0,6,0,830,37,1949,1082,130,16,481,73,27,57,4,29,13
33,SĂLAJ,"ŞCOALA GENERALĂ LUMINIŞU",192,ILEANDA,141580,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:21:44",87,70,1,15,1,67,50,1,15,1,66,1,91,24,43,0,9,4,0,8,0,0,2
33,SĂLAJ,"ȘCOALA GENERALĂ LUPOAIA",125,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:44:07",262,254,0,8,0,160,152,0,8,0,137,23,290,130,67,5,29,18,4,7,0,0,7
33,SĂLAJ,"ȘCOALA GENERALĂ NR.2 ȘĂRMĂȘAG",289,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:15:22",1187,1179,2,3,3,467,460,1,3,3,436,31,1300,833,64,246,53,28,14,19,3,7,2
33,SĂLAJ,"ȘCOALA GENERALĂ PRODĂNEȘTI",126,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:08:05",127,122,0,5,0,127,122,0,5,0,123,4,230,103,42,3,45,17,1,9,0,2,4
33,SĂLAJ,"ȘCOALA GENERALĂ ”SELYMES PETER” ILIȘUA",290,ŞĂRMĂŞAG,142881,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:40",555,512,1,2,40,349,307,0,2,40,338,11,640,291,27,302,6,1,0,2,0,0,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",301,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:45:22",727,703,0,6,18,486,462,0,6,18,445,41,790,304,276,6,98,21,9,26,0,0,9
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ",299,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:53",502,492,0,3,7,370,360,0,3,7,354,16,540,170,250,8,43,26,9,7,0,5,6
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",41,"ORAŞ CEHU SILVANIEI",139740,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:30",1450,1418,2,0,30,771,741,0,0,30,749,22,1550,779,156,400,126,22,7,27,6,1,4
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ARCHID",112,COŞEIU,140583,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:06:14",400,369,1,13,17,296,266,0,13,17,289,7,400,104,17,264,3,1,0,2,0,1,1
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU”",87,BENESAT,140244,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:54:23",456,433,1,10,12,333,311,0,10,12,317,16,490,157,136,2,130,32,4,13,0,0,0
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ BĂLAN",78,BĂLAN,140146,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:56:10",825,735,0,59,31,571,481,0,59,31,518,22,800,260,345,3,98,15,10,36,2,2,7
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ CIZER",108,CIZER,140547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:10:04",1350,1266,1,70,13,907,824,0,70,13,808,45,1350,444,346,2,338,84,38,0,0,0,0
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",25,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:32",1176,1167,0,9,0,585,576,0,9,0,571,14,1350,765,125,94,216,28,12,56,4,24,12
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",24,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:23",1211,1211,0,0,0,463,463,0,0,0,457,6,1450,987,116,45,187,37,6,41,4,14,7
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",23,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:52",1440,1430,0,10,0,573,563,0,10,0,558,15,1600,1027,130,57,228,48,11,53,2,22,7
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”CORNELIU COPOSU”",22,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:55",1237,1224,4,8,1,468,459,0,8,1,458,10,1400,932,94,32,209,34,14,50,2,14,9
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII",297,"VALCĂU DE JOS",142952,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:50",705,691,0,6,8,423,409,0,6,8,409,14,750,327,221,22,72,25,15,40,1,2,11
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ CUZĂPLAC, NR.242",134,CUZĂPLAC,140869,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:23",386,361,0,14,11,291,266,0,14,11,276,14,416,126,142,50,35,36,3,5,0,1,4
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ DEJA",261,SĂLĂŢIG,142550,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:52:06",959,928,0,6,25,683,652,0,6,25,662,21,1000,317,22,622,14,0,1,0,1,2,0
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ FETINDIA",227,"MESEŞENII DE JOS",142079,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:46:49",176,158,0,16,2,121,103,0,16,2,113,8,180,59,23,4,38,32,2,4,0,5,5
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",12,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:31:39",1710,1697,4,6,3,779,770,0,6,3,753,16,1900,1131,173,112,284,58,17,65,0,26,18
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GÎLGĂU ALMAŞULUI",82,BĂLAN,140146,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:04:39",866,819,2,34,11,586,541,0,34,11,559,25,900,310,340,8,86,42,18,49,1,4,11
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GIURTELECU ȘIMLEULUI",222,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:35:32",736,697,3,17,19,449,413,0,17,19,440,9,753,304,287,13,57,47,14,18,3,1,0
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GURUSLĂU",175,HERECLEAN,141376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:10:58",527,505,0,8,14,318,296,0,8,14,313,5,560,242,5,288,11,4,0,2,0,1,2
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”HOREA”",56,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:31:03",1642,1630,4,6,2,924,916,0,6,2,898,24,1800,878,464,92,199,56,18,48,1,11,9
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”IULIU MANIU”",17,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:32:00",1622,1614,0,8,0,548,540,0,8,0,524,24,1800,1252,122,65,205,42,19,39,5,21,6
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ JAC",124,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:56",581,568,1,4,8,395,383,0,4,8,388,7,609,214,231,3,53,66,7,22,0,2,4
33,SĂLAJ,"ȘCOALĂ GIMNAZIALĂ ”LUCIAN BLAGA” PARTER SALĂ DE CLASĂ NR.1,STR.GAROAFELOR NR.7",50,"ORAŞ JIBOU",139811,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:06:27",1617,1567,2,45,3,836,788,0,45,3,808,28,1800,964,153,66,386,48,12,103,4,25,11
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ MĂERIȘTE",219,MĂERIŞTE,142006,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:36",620,592,6,10,12,378,353,3,10,12,363,15,670,292,158,4,151,20,7,17,1,0,5
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ MARCUS AURELIUS CREACA",119,CREACA,140672,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:34:45",375,370,1,3,1,207,202,1,3,1,196,11,408,201,87,4,70,19,0,10,0,4,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU”",36,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:59:55",1533,1525,1,6,1,636,629,0,6,1,625,11,1700,1064,145,79,230,46,10,54,3,39,19
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ NR.1",64,"ORAŞ ŞIMLEU SILVANIEI",139884,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:08:04",1505,1500,0,5,0,863,858,0,5,0,737,126,1635,772,610,13,86,7,6,5,2,3,5
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 AGRIJ",65,AGRIJ,139937,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:26",894,837,1,24,32,600,543,1,24,32,563,37,872,272,306,2,121,51,12,57,4,0,10
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 BORLA",93,BOCŞA,140324,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:43:42",1281,1220,1,9,51,875,814,1,9,51,840,35,1380,505,17,742,67,5,2,7,0,0,0
33,SĂLAJ,"SCOALA GIMNAZIALA NR. 1 COSEIU",111,COŞEIU,140583,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:33",429,353,1,65,10,310,234,1,65,10,302,8,374,64,148,92,28,24,1,6,0,2,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ NR.1 ZALHA",304,ZALHA,143067,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:14:14",276,204,2,63,7,208,136,2,63,7,200,8,220,12,140,4,45,7,0,3,0,1,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”PETRE DULFU” SĂLĂȚIG",259,SĂLĂŢIG,142550,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:09:01",384,365,1,5,13,278,259,1,5,13,273,5,420,142,110,72,36,27,7,17,1,1,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”PETRE HOSSU”",234,NĂPRADEA,142177,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:21:23",724,702,1,9,12,471,450,0,9,12,437,34,758,287,138,6,252,11,9,7,3,0,11
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ PLESCA",109,CIZER,140547,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:08:39",176,160,0,11,5,102,86,0,11,5,100,2,200,98,42,1,19,3,8,22,0,0,5
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ POIANA BLENCHII",248,"POIANA BLENCHII",142373,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:25:39",628,582,1,16,29,460,414,1,16,29,441,19,625,165,254,10,143,6,10,13,2,1,2
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",15,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:03:25",1691,1678,7,5,1,754,748,0,5,1,740,14,1850,1096,191,68,309,59,30,60,1,12,10
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ ”POROLISSUM”",16,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:45:27",1818,1811,0,7,0,823,816,0,7,0,800,23,1950,1127,230,73,291,69,18,56,4,39,20
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ RUS",256,RUS,142499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:49:49",629,531,1,83,14,460,363,0,83,14,439,21,586,126,227,8,132,44,5,20,0,1,2
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”SIMION BĂRNUȚIU”",11,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:38",1410,1395,4,10,1,690,679,0,10,1,675,11,1900,1214,181,103,254,40,19,51,4,16,7
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ȘIMIȘNA",293,ŞIMIŞNA,179695,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:33",697,636,0,35,26,413,352,0,35,26,378,20,721,323,198,8,153,13,2,3,0,0,1
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ TREZNEA",295,TREZNEA,179631,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:45:39",750,670,1,66,13,583,504,0,66,13,534,49,700,117,216,12,236,32,11,20,1,1,5
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ” VASILE BREBAN ”” CRIȘENI",131,CRIŞENI,140823,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:53",1691,1633,0,36,22,1210,1152,0,36,22,1195,15,1735,525,515,36,404,62,37,85,1,17,38
33,SĂLAJ,"SCOALA GIMNAZIALA ZIMBOR",309,ZIMBOR,143147,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:18",489,472,3,6,8,342,328,0,6,8,332,10,517,175,222,10,62,14,7,4,0,0,13
33,SĂLAJ,"ȘCOALA HUREZ",186,"HOROATU CRASNEI",141535,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:42:56",290,271,0,18,1,174,155,0,18,1,169,5,300,126,128,3,21,11,4,2,0,0,0
33,SĂLAJ,"ŞCOALA LEMNIU",207,LETCA,141786,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:29",375,325,0,41,9,266,216,0,41,9,257,9,342,76,47,7,146,19,6,25,0,1,6
33,SĂLAJ,"ȘCOALA NOUĂ DRIGHIU",170,HALMĂŞD,141312,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:45:53",301,286,0,9,6,190,175,0,9,6,180,10,330,140,88,1,50,35,0,4,0,1,1
33,SĂLAJ,"ŞCOALA PECEIU, NR. 137",85,BĂNIŞOR,140208,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:14:18",722,705,0,14,3,489,472,0,14,3,436,33,750,281,192,1,146,31,8,49,2,3,4
33,SĂLAJ,"ŞCOALA POIENIŢA",77,BĂBENI,140084,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:47",189,161,0,17,11,130,102,0,17,11,122,8,180,50,67,1,33,12,1,2,0,0,6
33,SĂLAJ,"ŞCOALA POSTLICEALĂ SANITARĂ",31,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:20",1264,1250,5,7,2,508,499,0,7,2,501,7,1450,942,109,61,224,50,8,30,0,10,9
33,SĂLAJ,"ŞCOALA PRIMARĂ",105,CARASTELEC,140477,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:06:20",32,24,0,8,0,19,11,0,8,0,16,3,50,31,2,5,3,6,0,0,0,0,0
33,SĂLAJ,"ȘCOALA PRIMARĂ",165,GÂRBOU,141232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:50:15",252,242,0,5,5,121,111,0,5,5,110,10,270,150,41,3,40,1,0,22,0,2,1
33,SĂLAJ,"ȘCOALA PRIMARĂ",164,GÂRBOU,141232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:48:49",85,76,0,9,0,72,63,0,9,0,68,4,100,28,23,0,41,1,1,2,0,0,0
33,SĂLAJ,"ȘCOALA PRIMARĂ",162,GÂRBOU,141232,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:03:48",188,166,0,13,9,146,124,0,13,9,135,11,200,54,71,1,38,6,6,11,0,0,2
33,SĂLAJ,"ŞCOALA PRIMARĂ BADON",172,HERECLEAN,141376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:21:28",651,629,2,10,10,399,378,1,10,10,387,12,700,301,91,12,162,42,26,31,2,8,13
33,SĂLAJ,"ŞCOALA PRIMARĂ BENESAT",86,BENESAT,140244,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:01",351,329,0,12,10,252,230,0,12,10,243,9,365,113,161,16,35,14,2,11,0,2,2
33,SĂLAJ,"SCOALA PRIMARĂ BERCEA",270,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:06:16",139,134,0,5,0,80,75,0,5,0,64,16,150,70,11,0,46,6,0,1,0,0,0
33,SĂLAJ,"ȘCOALA PRIMARĂ BÎRSA",273,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:04:24",88,74,0,8,6,45,31,0,8,6,44,1,100,55,19,0,10,10,0,4,0,1,0
33,SĂLAJ,"ŞCOALA PRIMARĂ BIUŞA",88,BENESAT,140244,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:25:19",376,358,0,3,15,290,272,0,3,15,270,20,416,126,75,144,24,9,4,9,1,3,1
33,SĂLAJ,"ŞCOALA PRIMARĂ BUZAŞ",257,RUS,142499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:06:37",133,104,0,26,3,110,81,0,26,3,109,1,120,10,90,5,5,3,1,5,0,0,0
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV CRISTOLȚEL",279,SURDUC,142774,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:59:21",360,331,0,23,6,260,231,0,23,6,246,14,380,120,99,4,119,7,9,5,0,1,2
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV TURBUȚA",283,SURDUC,142774,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:13:58",301,240,0,56,5,204,143,0,56,5,200,4,270,66,166,0,26,3,2,2,0,0,1
33,SĂLAJ,"SCOALA PRIMARA CU CLASELE I-IV",151,"FILDU DE JOS",141081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:26:38",300,266,0,25,9,258,224,0,25,9,243,15,330,72,175,7,49,5,5,1,0,0,1
33,SĂLAJ,"ȘCOALA PRIMARĂ DIOȘOD",174,HERECLEAN,141376,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:39:47",690,639,1,16,34,482,432,0,16,34,473,9,740,258,2,463,2,0,2,2,0,0,2
33,SĂLAJ,"ȘCOALA PRIMARĂ DOMNIN",274,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:13",246,234,0,5,7,136,124,0,5,7,121,15,280,144,75,1,21,3,0,20,1,0,0
33,SĂLAJ,"ŞCOALA PRIMARĂ FILDU DE JOS",149,"FILDU DE JOS",141081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:07:46",198,177,1,19,1,158,138,0,19,1,148,10,200,42,58,3,60,14,3,9,0,1,0
33,SĂLAJ,"ŞCOALA PRIMARĂ FÎNTÎNELE-RUS",258,RUS,142499,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:01:30",165,132,1,29,3,141,108,1,29,3,134,7,150,9,102,1,17,6,1,7,0,0,0
33,SĂLAJ,"ŞCOALA PRIMARĂ GĂLPÎIA",81,BĂLAN,140146,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:37:05",355,312,1,30,12,255,213,0,30,12,235,20,378,123,162,6,53,5,0,4,0,0,5
33,SĂLAJ,"ȘCOALA PRIMARĂ GÎRCEIU",133,CRIŞENI,140823,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:57:05",720,683,3,14,20,459,425,0,14,20,438,21,770,311,177,107,109,14,10,18,0,2,1
33,SĂLAJ,"ŞCOALA PRIMARĂ LEŞMIR",216,MARCA,141946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:53:51",303,297,0,6,0,171,165,0,6,0,159,12,348,177,33,103,13,4,3,2,0,0,1
33,SĂLAJ,"SCOALA PRIMARA MESTEACANU",69,ALMAŞU,139982,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:32:36",273,249,0,18,6,200,176,0,18,6,178,22,275,75,85,23,50,8,3,6,0,1,2
33,SĂLAJ,"ŞCOALA PRIMARĂ MUNCEL",128,CRISTOLŢ,140770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:32:34",147,132,0,10,5,112,97,0,10,5,105,7,150,38,59,3,34,4,1,4,0,0,0
33,SĂLAJ,"ȘCOALA PRIMARĂ NOȚIG",263,SĂLĂŢIG,142550,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:03:30",351,310,0,10,31,267,226,0,10,31,262,5,380,113,168,6,55,15,2,8,0,0,8
33,SĂLAJ,"ŞCOALA PRIMARĂ POIANA ONŢII",129,CRISTOLŢ,140770,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:59",67,59,0,7,1,49,41,0,7,1,47,2,80,31,24,0,20,2,1,0,0,0,0
33,SĂLAJ,"ŞCOALA PRIMARĂ PORŢ",217,MARCA,141946,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:49",210,207,0,3,0,141,138,0,3,0,133,8,240,99,64,1,40,11,3,10,0,2,2
33,SĂLAJ,"ȘCOALA PRIMARĂ SIGHETU SILVANIEI",107,CHIEŞD,140501,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:02:54",401,387,1,13,0,229,216,0,13,0,217,12,473,244,26,1,78,57,4,47,0,1,3
33,SĂLAJ,"ȘCOALA PRIMARĂ SÎRBI",267,SÂG,142612,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:45:33",208,201,0,7,0,125,118,0,7,0,114,11,244,119,73,1,22,5,2,10,0,0,1
33,SĂLAJ,"ŞCOALA PRIMARĂ STÎNA",39,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:28:41",231,221,0,9,1,114,104,0,9,1,110,4,300,186,21,1,64,12,4,4,0,1,3
33,SĂLAJ,"ŞCOALA PRIMARĂ TETIŞU",152,"FILDU DE JOS",141081,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:32:48",223,202,0,12,9,171,150,0,12,9,165,6,230,59,5,140,15,2,0,1,2,0,0
