precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLARI GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi","LAVRIC DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUCEVSCHI ALEXANDRA-ECATERINA-PARTIDUL SOCIAL DEMOCRAT-voturi","BABALEAN TUDOR-MIHAI-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","JACOTĂ DOINA-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
35,SUCEAVA,"CĂMIN CULTURAL COSTIŞA",323,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:41",816,808,0,4,4,354,346,0,4,4,348,6,900,546,225,35,69,17,2
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR 2 COSTIŞA",324,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:20",494,487,0,7,0,219,212,0,7,0,209,10,550,315,130,23,46,9,1
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IRACLIE PORUMBESCU”, CORP A",320,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:53:27",1186,1179,0,4,3,627,620,0,4,3,609,18,1300,673,306,8,155,113,27
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”IRACLIE PORUMBESCU”, CORP B",321,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:34",407,396,0,8,3,215,204,0,8,3,206,9,472,257,142,2,26,35,1
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR 2 FRĂTĂUŢII NOI",322,"FRĂTĂUŢII NOI",148667,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:40",1669,1662,0,5,2,562,555,0,5,2,526,36,1800,1238,147,11,122,231,15
