precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi"
16,DÂMBOVIŢA,"CAMINUL CULTURAL VALEA LUNGA CRICOV",400,"VALEA LUNGĂ",69063,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:55:11",1018,1012,0,4,2,558,552,0,4,2,548,10,1123,565,50,419,60,19
16,DÂMBOVIŢA,"CENTRU DE ASISTENȚĂ DUPĂ PROGRAM ȘCOLAR",403,"VALEA LUNGĂ",69063,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:57:33",1057,1051,0,4,2,587,581,0,4,2,572,15,1160,573,47,398,112,15
16,DÂMBOVIŢA,"GRADINIŢA CU PROGRAM NORMAL ŞTUBEIE TISA",401,"VALEA LUNGĂ",69063,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:48:50",336,331,0,3,2,196,191,0,3,2,195,1,370,174,17,158,19,1
16,DÂMBOVIŢA,"GRĂDINIȚA DE COPII VALEA MARE",404,"VALEA LUNGĂ",69063,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:46:00",428,426,0,2,0,226,224,0,2,0,218,8,470,244,24,144,45,5
16,DÂMBOVIŢA,"ŞCOALA GIMNAZIALĂ ION HARALMBIE VALEA LUNGĂ GORGOTA",402,"VALEA LUNGĂ",69063,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:12",996,994,0,2,0,503,501,0,2,0,488,15,1100,597,31,346,100,11
