precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXE COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","OSTAFICIUC MARIUS-EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COJOCARU PETRU-BOGDAN-PARTIDUL SOCIAL DEMOCRAT-voturi","REBENCIUC CEZAR-IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi","MOVILĂ PETRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÂNTEA PAVEL-GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","RĂŢOI IULIANA-PARTIDUL PRO ROMÂNIA-voturi","APOSTOLACHE ADRIAN-ŞTEFAN-PARTIDUL ROMÂNIA - ECHITATE, COMUNITATE, ONESTITATE-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3 CURĂTURI",376,CIUREA,96254,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:33:19",271,262,1,7,1,156,147,1,7,1,150,6,300,144,36,13,74,8,16,1,1,1
24,IAŞI,"GRADINIȚA CU PROGRAM SCURT TRAIAN",356,BIVOLARI,95943,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:44:34",189,180,0,9,0,93,84,0,9,0,90,3,200,107,40,4,35,3,6,0,0,2
24,IAŞI,"GRADINITA DIN CADRUL SCOLII GIMNAZIALE GOESTI",533,LUNGANI,97722,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:35",699,673,0,2,24,400,374,0,2,24,389,11,800,400,28,21,333,5,1,0,1,0
24,IAŞI,"GRADINITA GISTESTI",287,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:25",1440,1412,0,7,21,672,644,0,7,21,645,27,1500,828,218,62,265,18,21,9,46,6
24,IAŞI,"GRADINITA NR. 1",265,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:45",1077,1067,0,8,2,455,445,0,8,2,425,17,1200,741,180,41,124,22,27,1,26,4
24,IAŞI,"GRĂDINIŢA NR.1 FÂNTÂNELE",455,FÂNTÂNELE,100317,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:21:50",1582,1546,0,3,33,1026,990,0,3,33,883,143,1700,674,328,26,512,5,3,4,1,4
24,IAŞI,"GRĂDINIŢA NR. 2, PĂŞCĂNENI",457,FOCURI,97063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:35",1526,1524,0,0,2,716,714,0,0,2,662,52,1700,986,195,43,383,25,11,0,0,5
24,IAŞI,"GRADINITA VATRA",268,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:47",1415,1393,0,7,15,601,579,0,7,15,579,22,1500,899,212,45,180,30,38,9,60,5
24,IAŞI,"GRUP ŞCOLAR COZMESTI",413,COZMEŞTI,96593,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:39",1878,1826,0,33,19,686,634,0,33,19,612,74,1900,1214,292,66,228,12,13,0,1,0
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",283,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:13:02",1053,1046,2,5,0,461,456,0,5,0,435,26,1100,639,173,29,132,20,32,4,42,3
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",282,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:42",1199,1190,0,8,1,501,492,0,8,1,487,14,1300,799,218,39,125,13,32,9,46,5
24,IAŞI,"GRUP SCOLAR SCHEIA",683,ŞCHEIA,99290,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:20",902,892,0,10,0,482,472,0,10,0,464,18,1000,518,137,17,285,5,16,2,0,2
24,IAŞI,"IMOBIL ACHIȚEI-VALEA ADÂNCĂ",556,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:17:29",1315,1305,3,7,0,631,623,1,7,0,608,19,1400,771,190,56,72,26,227,9,14,14
24,IAŞI,"IMOBIL ACHIȚEI-VALEA ADÂNCĂ",555,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:17:58",1727,1711,6,10,0,860,850,0,10,0,842,18,1700,840,196,94,129,44,292,8,21,58
24,IAŞI,"IMOBIL CRESA",535,MĂDÂRJAC,97777,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:36",1162,1100,0,11,51,816,754,0,11,51,675,84,1300,517,59,108,403,10,85,10,0,0
24,IAŞI,"IMOBIL PROPRIETATE PRIVATA VRABIE CALIPSA",783,VOINEŞTI,100219,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:20:59",112,109,0,3,0,51,48,0,3,0,41,10,200,149,17,2,17,1,3,0,1,0
24,IAŞI,"LICEUL MIRON COSTIN",281,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:23",1170,1162,0,8,0,498,490,0,8,0,483,15,1300,802,192,44,154,10,29,4,44,6
24,IAŞI,"LICEUL MIRON COSTIN",280,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:11",1203,1195,2,6,0,465,459,0,6,0,452,13,1300,829,195,24,151,20,21,5,29,7
24,IAŞI,"LICEUL ”PROF. MIHAI DUMITRIU”-CORP E",753,"VALEA LUPULUI",100353,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:07:55",1715,1706,1,8,0,636,628,0,8,0,628,6,1900,1253,268,46,85,25,147,7,17,33
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”- CORP E",752,"VALEA LUPULUI",100353,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:10",1749,1735,3,10,1,922,911,0,10,1,897,20,1900,983,437,74,103,26,186,8,22,41
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”-CORP E",754,"VALEA LUPULUI",100353,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:56:07",1806,1792,6,7,1,983,975,0,7,1,961,22,1900,917,487,59,106,16,200,13,26,54
24,IAŞI,"LICEUL TEHNOLOGIC BRAESTI",357,BRĂEŞTI,96058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:04",942,870,0,27,45,564,492,0,27,45,554,10,1000,436,19,26,480,6,19,2,2,0
24,IAŞI,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ŢIBANA",717,ŢIBANA,99673,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:10",736,731,0,4,1,310,305,0,4,1,294,16,800,490,69,37,144,7,27,2,1,7
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",173,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:15:07",1592,1585,0,7,0,276,269,0,7,0,271,5,1800,1524,79,25,59,15,61,3,7,22
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",169,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:39",1598,1584,1,5,8,190,177,0,5,8,186,4,1800,1600,60,13,40,11,42,3,5,12
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",170,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:48:55",1488,1482,1,5,0,29,24,0,5,0,27,2,1600,1571,6,4,6,1,5,2,1,2
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",172,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:31:40",1627,1618,0,9,0,186,177,0,9,0,179,6,1800,1614,47,21,40,6,33,6,10,16
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",171,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:02",1483,1475,0,8,0,305,297,0,8,0,286,19,1600,1295,77,30,77,15,49,5,6,27
24,IAŞI,"LICEUL TEHNOLOGIC DUMESTI",444,DUMEŞTI,96940,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:22",1324,1307,2,10,5,716,701,0,10,5,675,41,1400,684,239,44,226,14,132,8,3,9
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",564,MOGOŞEŞTI,98113,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:25",1029,1023,1,5,0,512,507,0,5,0,491,21,1100,588,198,47,213,9,17,2,5,0
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",563,MOGOŞEŞTI,98113,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:25:35",1367,1360,1,3,3,711,705,0,3,3,678,33,1500,789,258,44,309,19,36,4,5,3
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",97,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:01",936,928,0,7,1,344,336,0,7,1,342,2,1000,650,101,29,95,19,63,2,5,28
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",96,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:05",975,969,0,6,0,440,434,0,6,0,424,16,1100,660,98,40,136,15,82,5,9,39
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",94,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:12",915,906,2,6,1,314,307,0,6,1,298,16,1000,686,72,35,72,10,65,3,2,39
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",95,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:54",1268,1262,0,6,0,480,474,0,6,0,469,11,1400,920,127,50,92,29,108,11,14,38
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",66,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:19:13",1187,1177,0,10,0,502,492,0,10,0,476,26,1300,798,103,54,123,19,103,7,14,53
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",69,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:44",1222,1217,0,5,0,522,517,0,5,0,503,19,1300,778,117,48,150,11,109,7,24,37
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",68,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:59:46",1128,1121,0,7,0,457,450,0,7,0,430,27,1200,743,101,45,103,15,103,5,15,43
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",67,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:35",1393,1388,0,5,0,480,475,0,5,0,464,15,1500,1021,98,55,121,30,106,4,14,36
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”NICOLAE IORGA”",273,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:05:51",1407,1402,0,5,0,516,511,0,5,0,496,20,1500,984,210,50,136,16,36,6,39,3
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”NICOLAE IORGA”",274,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:42",1718,1709,1,8,0,845,837,0,8,0,812,33,1900,1055,373,48,212,30,69,7,65,8
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP A",29,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:41:14",1480,1372,52,56,0,646,590,0,56,0,575,13,1500,912,148,48,116,29,140,13,19,62
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",78,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:58",635,631,0,4,0,255,251,0,4,0,246,9,700,445,64,24,67,6,51,3,10,21
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",80,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:14",1090,1085,1,4,0,386,382,0,4,0,370,12,1192,810,84,33,106,17,82,2,8,38
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",82,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:01",1114,1107,2,5,0,451,446,0,5,0,434,17,1200,749,92,48,118,27,95,6,15,33
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",81,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:46:12",1248,1248,0,0,0,415,415,0,0,0,409,6,1400,985,114,48,83,20,81,3,9,51
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",79,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:59",1012,1004,2,6,0,355,349,0,6,0,342,13,1100,745,84,34,86,20,77,9,13,19
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",83,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:43",1163,1158,0,5,0,430,425,0,5,0,409,21,1300,870,84,54,97,24,85,3,17,45
24,IAŞI,"LICEUL TEHNOLOGIC HÂRLĂU",292,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:09:05",1826,1814,1,8,3,474,463,0,8,3,448,26,2000,1526,136,55,150,20,70,3,8,6
24,IAŞI,"LICEUL TEHNOLOGIC HÎRLĂU",291,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:57:15",1544,1535,0,9,0,380,371,0,9,0,354,26,1700,1320,154,33,96,16,47,0,6,2
24,IAŞI,"LICEUL TEHNOLOGIC LESPEZI",520,LESPEZI,97606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:00",769,760,0,3,6,392,383,0,3,6,367,25,800,408,137,48,126,16,32,2,4,2
24,IAŞI,"LICEUL TEHNOLOGIC LUNGANI",531,LUNGANI,97722,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:38",922,899,0,10,13,433,410,0,10,13,397,17,1001,587,56,29,298,9,0,1,3,1
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",180,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:28",886,879,0,7,0,334,327,0,7,0,322,12,1000,666,74,26,98,12,64,6,10,32
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",178,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:19",863,858,0,5,0,296,291,0,5,0,289,7,1000,702,72,35,73,23,53,5,8,20
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",177,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:35",919,911,0,8,0,350,342,0,8,0,336,14,1000,650,71,37,111,12,72,6,5,22
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",179,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:47",758,750,0,8,0,271,263,0,8,0,266,5,800,529,59,32,54,14,72,3,9,23
24,IAŞI,"LICEUL TEHNOLOGIC PLUGARI",586,PLUGARI,98337,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:44",1572,1493,0,6,73,699,620,0,6,73,678,21,1600,901,560,54,42,11,5,3,2,1
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",44,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:48",1245,1184,56,5,0,483,478,0,5,0,464,19,1300,817,99,63,85,23,130,8,12,44
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",46,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:02:37",1428,1417,0,11,0,600,589,0,11,0,576,24,1500,892,170,46,106,25,147,6,14,62
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",45,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:25",943,937,0,6,0,368,362,0,6,0,355,13,1000,632,90,34,77,20,85,6,15,28
24,IAŞI,"LICEUL TEHNOLOGIC VLADENI",770,VLĂDENI,100148,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:13",1370,1357,0,0,13,688,675,0,0,13,664,24,1500,812,334,63,228,13,17,1,3,5
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",133,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:20",1532,1529,0,3,0,176,173,0,3,0,169,7,1700,1524,44,8,49,10,32,2,2,22
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",134,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:43",1520,1514,0,6,0,201,195,0,6,0,196,5,1700,1499,40,18,61,6,43,5,6,17
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",136,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:59",1251,1241,0,10,0,490,480,0,10,0,475,15,1400,910,100,44,122,27,115,9,17,41
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",135,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:24:52",1560,1553,0,7,0,213,206,0,7,0,206,7,1700,1487,51,20,45,8,59,4,9,10
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",137,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:38:15",1399,1393,0,6,0,285,279,0,6,0,277,8,1500,1215,77,22,66,15,78,0,3,16
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",132,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:21:35",1420,1411,0,9,0,259,250,0,9,0,253,6,1600,1341,60,39,54,11,58,6,6,19
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",138,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:47:44",1430,1426,0,4,0,230,226,0,4,0,213,17,1600,1370,54,31,47,6,40,4,13,18
24,IAŞI,"LICEUL TEORETIC DE INFORMATICĂ ”GRIGORE MOISIL”",39,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:22:17",2350,1852,258,240,0,957,717,0,240,0,936,21,2000,1043,199,61,173,36,300,11,37,119
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",240,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:51",1335,1324,1,10,0,509,499,0,10,0,492,17,1400,890,114,42,112,15,126,11,15,57
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",237,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:06:52",1273,1263,0,10,0,525,515,0,10,0,504,19,1400,877,147,38,111,24,104,4,14,62
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",239,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:33:22",1118,1109,1,8,0,497,489,0,8,0,482,15,1200,703,137,48,121,6,123,6,5,36
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",238,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:26",1312,1303,2,7,0,507,500,0,7,0,489,18,1400,893,137,46,87,20,124,9,17,49
24,IAŞI,"LICEUL TEORETIC ”ION NECULCE”",317,"ORAŞ TÂRGU FRUMOS",95471,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:25:00",1616,1581,1,6,28,764,734,0,6,24,712,40,1600,848,335,56,214,21,66,3,17,0
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",91,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:35:28",1159,1152,1,6,0,563,557,0,6,0,542,21,1308,745,136,58,136,14,123,4,10,61
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",93,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:44",1375,1368,0,7,0,556,549,0,7,0,539,17,1500,944,125,63,116,25,132,8,13,57
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",89,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:29",1015,1009,0,6,0,375,369,0,6,0,363,12,1312,937,98,44,84,17,79,6,9,26
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",90,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:05",1326,1322,1,3,0,528,525,0,3,0,510,18,1400,872,136,43,133,22,112,4,12,48
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",92,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:31",1244,1239,0,5,0,460,455,0,5,0,440,20,1400,940,110,40,123,19,91,7,16,34
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",49,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:40:43",1086,1053,24,9,0,486,477,0,9,0,474,12,1200,710,117,54,133,10,104,4,11,41
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",51,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:04",1155,1080,68,7,0,495,486,2,7,0,475,15,1200,710,126,43,131,13,110,8,8,36
24,IAŞI,"LICEUL TEORETIC ‘’VASILE ALECSANDRI’’",50,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:27",570,531,13,26,0,266,240,0,26,0,250,16,600,334,61,25,62,13,57,6,2,24
24,IAŞI,"PRIMARIA COMUNEI TOMESTI",704,TOMEŞTI,95293,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:15:03",1383,1379,0,4,0,575,571,0,4,0,559,16,1500,925,201,56,122,23,110,10,14,23
24,IAŞI,"PT 27 - TATARASI",259,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:52:28",1652,1644,0,8,0,15,7,0,8,0,15,0,1800,1785,2,2,5,0,3,0,2,1
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",117,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:53",1093,1085,1,7,0,310,303,0,7,0,300,10,1200,890,71,28,70,16,77,9,8,21
24,IAŞI,"PT MIRCEA CEL BĂTRÂN",116,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:33",1356,1347,2,7,0,419,412,0,7,0,384,35,1500,1081,92,58,89,29,71,4,11,30
24,IAŞI,"SALA DE CONFERINȚĂ",624,REDIU,95239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:32:10",975,966,1,8,0,567,559,0,8,0,550,17,1100,533,135,45,155,12,106,41,13,43
24,IAŞI,"SALA DE CONFERINȚĂ",623,REDIU,95239,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:56",1460,1447,1,9,3,827,815,0,9,3,790,37,1600,773,239,35,220,25,129,40,20,82
24,IAŞI,"SALĂ DE EDUCAȚIE FIZICĂ ȘCOLARĂ",368,CIOHORĂNI,100362,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:16",1466,1451,1,4,10,682,668,0,4,10,621,61,1600,918,128,50,329,12,92,5,3,2
24,IAŞI,"SALA DE SPORT -MIROSLAVA",546,MIROSLAVA,97919,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:28",1999,1987,0,12,0,1047,1035,0,12,0,1022,25,2000,953,342,172,107,25,291,14,24,47
24,IAŞI,"SALA DE SPORT SINEŞTI",663,SINEŞTI,99058,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:36",1294,1262,0,4,28,647,615,0,4,28,613,34,1400,753,482,23,57,13,36,0,1,1
24,IAŞI,"SAT BADENI, SEDIU SCOALA BADENI",658,SCOBINŢI,98998,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:54",1027,1024,0,3,0,491,488,0,3,0,458,33,1100,609,286,36,90,15,20,2,5,4
24,IAŞI,"SAT FETESTI, SEDIU SCOALA COORD.",659,SCOBINŢI,98998,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:43:01",1092,1091,0,0,1,468,467,0,0,1,444,24,1200,624,259,82,39,23,37,3,1,0
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA VECHE SCOBINTI",656,SCOBINŢI,98998,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:36",1334,1328,1,5,0,556,551,0,5,0,528,28,1400,844,308,104,69,13,26,2,2,4
