precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","COLOTIN COSTEL-voturi"
24,IAŞI,"CASA DE CULTURA ”GARABET IBRAILEANU”",316,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:47",1906,1896,1,4,5,803,794,0,4,5,772,31,2082,1279,348,63,259,25,46,14,17
24,IAŞI,"CASA DE CULTURA ”GARABET IBRAILEANU”",315,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:28",1482,1476,0,6,0,640,634,0,6,0,621,19,1600,960,237,41,215,11,93,10,14
24,IAŞI,"LICEUL TEORETIC ”ION NECULCE”",317,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:25:04",1616,1581,1,6,28,764,734,0,6,24,732,27,1700,936,240,46,365,50,17,0,14
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",312,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:49:30",1243,1233,1,8,1,483,474,0,8,1,469,14,1600,1117,159,45,232,18,3,1,11
24,IAŞI,"SCOALA GENERALA GARABET IBRAILEANU",313,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:53",1049,1043,0,6,0,483,477,0,6,0,468,15,1100,617,159,28,230,13,8,8,22
24,IAŞI,"SCOALA GENERALA ION CREANGA",311,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:50",843,830,0,11,2,339,326,0,11,2,322,17,900,561,157,14,115,10,6,5,15
24,IAŞI,"SCOALA GENERALA ION CREANGA",310,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:09",1575,1552,2,7,14,751,729,1,7,14,728,22,1700,849,224,56,383,19,12,10,24
24,IAŞI,"ȘCOALA PROFESIONALĂ SPECIALĂ ” TRINITAS” -SALA DE FESTIVITĂȚI",314,"ORAŞ TÂRGU FRUMOS",95471,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:36",1564,1554,1,6,3,774,765,0,6,3,745,29,1700,925,309,46,221,28,96,22,23
