precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",184,BUNEŞTI,168960,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:04:56",902,884,1,12,5,584,567,0,12,5,556,28,980,396,35,20,239,258,4
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII BUNEŞTI",186,BUNEŞTI,168960,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:38",840,827,2,11,0,531,520,0,11,0,506,25,910,379,49,16,148,286,7
40,VÂLCEA,"ŞCOALA TEIUŞU, COMUNA BUNEŞTI",185,BUNEŞTI,168960,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:55:58",413,402,0,11,0,221,210,0,11,0,205,16,440,219,21,3,61,112,8
