precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHENDEŞ IOAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CHERECHEŞ FLORIN-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TEREC IOAN-EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","TALOŞ IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IEPURE COZMIN-LEONARD-PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"ȘCOALA GENERALĂ BORZA",120,CREACA,140672,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:38:55",169,162,0,7,0,91,84,0,7,0,85,6,180,89,1,5,60,17,2
33,SĂLAJ,"ȘCOALA GENERALĂ BREBI",121,CREACA,140672,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:42:54",451,441,1,7,2,239,230,0,7,2,236,3,490,251,23,20,154,38,1
33,SĂLAJ,"ȘCOALA GENERALĂ BRUSTURI",122,CREACA,140672,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:16",159,145,0,9,5,118,104,0,9,5,118,0,170,52,2,20,87,8,1
33,SĂLAJ,"ȘCOALA GENERALĂ CIGLEAN",123,CREACA,140672,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:36:43",114,107,0,6,1,72,65,0,6,1,70,2,130,58,2,8,40,18,2
33,SĂLAJ,"ȘCOALA GENERALĂ LUPOAIA",125,CREACA,140672,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:07",262,254,0,8,0,160,152,0,8,0,147,13,290,130,3,39,84,19,2
33,SĂLAJ,"ȘCOALA GENERALĂ PRODĂNEȘTI",126,CREACA,140672,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:13:23",196,191,0,5,0,127,122,0,5,0,122,4,232,105,1,12,77,25,7
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ JAC",124,CREACA,140672,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:09:35",573,560,1,4,8,395,383,0,4,8,393,2,584,189,2,66,266,48,11
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ MARCUS AURELIUS CREACA",119,CREACA,140672,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:46",375,370,1,3,1,207,202,1,3,1,202,5,411,204,3,26,129,39,5
