precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
31,PRAHOVA,"ANEXA PRIMARIE SAT OLOGENI",513,"POIENARII BURCHII",134559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:33:36",1072,1046,0,7,19,747,721,0,7,19,734,13,1200,453,432,44,39,185,25,6,3
31,PRAHOVA,"GRADINITA DE COPII SAT CARBUNARI",512,"POIENARII BURCHII",134559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:39:00",594,581,0,6,7,365,352,0,6,7,358,7,598,233,60,50,195,11,13,16,13
31,PRAHOVA,"SCOALA GIMANZIALA POIENARII BURCHII",511,"POIENARII BURCHII",134559,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:53:59",956,933,0,14,9,623,600,0,14,9,613,10,998,375,85,39,375,38,8,31,37
31,PRAHOVA,"ŞCOALA GIMNAZIALÃ OLOGENI",514,"POIENARII BURCHII",134559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:24",432,417,1,9,5,276,262,0,9,5,262,14,497,221,54,9,11,175,6,6,1
31,PRAHOVA,"SCOALA POIENARII RALI",515,"POIENARII BURCHII",134559,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:56:43",784,757,0,11,16,513,486,0,11,16,496,17,800,287,118,54,256,10,3,50,5
