precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”DUMITRU BREZEANU”,SAT TEIȘANI,NR.160",584,TEIŞANI,135725,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:57:35",1386,1368,2,14,2,876,860,0,14,2,843,26,1500,631,317,62,95,5,49,66,249
31,PRAHOVA,"SCOALA GIMNAZIALĂ ”MOISE VASILESCU”, SAT OLTENI, NR.147",585,TEIŞANI,135725,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:25:54",1391,1376,5,5,5,858,852,1,0,5,834,23,1500,641,509,41,172,16,21,12,63
31,PRAHOVA,"SC ROM CABLU SRL, SAT VALEA STÎLPULUI,NR.2",586,TEIŞANI,135725,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:11",179,169,0,9,1,128,118,0,9,1,123,5,212,84,59,2,25,3,8,14,12
