precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GENTĂRĂU CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PANĂ NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHALCSAK SEBASTIAN-CAROL-PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL COŞEŞTI",314,COŞEŞTI,15901,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:12",828,820,1,5,2,503,496,0,5,2,489,14,900,397,69,357,63
3,ARGEŞ,"CĂMIN CULTURAL JUPÎNEŞTI",315,COŞEŞTI,15901,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:30:36",926,922,0,4,0,535,531,0,4,0,523,12,1000,465,40,428,55
3,ARGEŞ,"CĂMIN CULTURAL LEICEŞTI",317,COŞEŞTI,15901,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:26:54",1515,1508,0,6,1,860,853,0,6,1,845,15,1600,740,163,489,193
3,ARGEŞ,"CĂMINUL CULTURAL LĂPUŞANI",316,COŞEŞTI,15901,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:08",312,308,0,4,0,198,194,0,4,0,189,9,393,195,35,100,54
3,ARGEŞ,"ŞCOALA PETREŞTI",318,COŞEŞTI,15901,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:11",694,686,0,6,2,417,409,0,6,2,409,8,800,383,45,302,62
