precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ION ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARIN VASILE-BOBOCEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
23,IALOMIŢA,"LOCALUL GRUPULUI ŞCOLAR BORDUŞANI (ZONA „MOARĂ”)",116,BORDUŞANI,92989,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:54",1396,1385,4,7,0,565,558,0,7,0,546,19,1520,955,85,461
23,IALOMIŢA,"LOCALUL ŞCOLII CU CLASELE I- VIII CEGANI",117,BORDUŞANI,92989,3,PART,PRCNCT,P,P_SV,"2024-06-13 16:40:57",1128,1111,0,8,9,535,518,0,8,9,519,16,1252,717,79,440
23,IALOMIŢA,"LOCALUL ŞCOLII VECHI DIN CENTRUL SATULUI",115,BORDUŞANI,92989,2,PART,PRCNCT,P,P_SV,"2024-06-13 16:38:12",1377,1369,0,6,2,552,544,0,6,2,527,25,1500,948,62,465
