precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PELIN MIHAI-FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","SĂLCIANU OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","MIHAI GHEORGHE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"CĂMIN CULTURAL LOLOIASCA, SAT LOLOIASCA, NR. 6V",595,TOMŞANI,135896,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:32:39",1213,1196,1,5,11,671,654,1,5,11,655,16,1300,629,602,36,17
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”PROF.DINU MIHAIL-DAN” SAT MAGULA, COMUNA TOMŞANI, JUDEŢUL PRAHOVA",596,TOMŞANI,135896,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:35:56",1320,1309,2,4,5,836,827,0,4,5,818,18,1400,564,744,57,17
31,PRAHOVA,"ṢCOALA VECHE MAGULA, SAT MAGULA, NR. 406A",597,TOMŞANI,135896,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:11",1013,987,1,3,22,646,620,1,3,22,626,20,1096,450,544,69,13
