precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIHAI CRISTIAN-IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","GHEORGHE CĂTĂLIN-FLAVIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","OPRESCU MARIUS-FĂNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BLAGĂ NICOLAE-LUCIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MIHAI ION-PARTIDUL PRO ROMÂNIA-voturi"
10,BUZĂU,"CAMINUL CULTURAL SAT GRAJDANA",373,TISĂU,49643,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:19",824,818,0,2,4,495,489,0,2,4,477,18,911,416,350,66,40,11,10
10,BUZĂU,"GRADINIŢĂ CU PROGRAM NORMAL COMUNA TISAU",378,TISĂU,49643,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:52:09",597,585,2,2,8,380,368,2,2,8,364,12,643,263,258,59,8,28,11
10,BUZĂU,"GRADINITA CU PROGRAM NORMAL SAT PADURENI, COMUNA TISAU",376,TISĂU,49643,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:35",408,399,0,4,5,226,217,0,4,5,220,6,445,219,156,20,29,6,9
10,BUZĂU,"GRADINIŢA CU PROGRAM NORMAL SAT VALEA SĂLCIILOR, COMUNA TISAU",379,TISĂU,49643,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:16:14",543,532,0,11,0,318,307,0,11,0,316,2,585,267,226,29,36,10,15
10,BUZĂU,"ŞCOALA GIMNAZIALA SAT HALEŞ, COMUNA TISAU",374,TISĂU,49643,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:30",752,738,0,10,4,467,453,0,10,4,447,20,825,358,283,92,45,11,16
10,BUZĂU,"SCOALA PRIMARA, SAT IZVORANU, COMUNA TISAU",375,TISĂU,49643,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:49:57",66,57,0,9,0,66,57,0,9,0,66,0,100,34,33,27,2,2,2
10,BUZĂU,"SCOALA PRIMARĂ SAT STREZENI, COMUNA TISAU",377,TISĂU,49643,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:18",442,428,0,11,3,270,256,0,11,3,260,10,470,200,168,64,19,6,3
