precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VARGA ADRIAN-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi","RUSU MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CHIŞU FLAVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","MĂRGINEAN SEPTIMIU-GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŞASA VIRGIL-PARTIDUL PRO ROMÂNIA-voturi"
13,CLUJ,"CAMIN CULTURAL",643,"TRITENII DE JOS",59693,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:48",232,224,0,8,0,137,129,0,8,0,133,4,246,109,11,12,40,58,12
13,CLUJ,"CAMIN CULTURAL",641,"TRITENII DE JOS",59693,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:13",950,940,1,9,0,496,487,0,9,0,482,14,1036,540,53,39,135,249,6
13,CLUJ,"CASA PARTICULARA",639,"TRITENII DE JOS",59693,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:27",73,65,0,8,0,42,34,0,8,0,42,0,72,30,2,3,10,17,10
13,CLUJ,"SCOALA PAVEL DAN",638,"TRITENII DE JOS",59693,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:57:33",1269,1241,0,12,16,702,674,0,12,16,675,27,1370,668,91,50,255,250,29
13,CLUJ,"SCOALA PRIMARA",642,"TRITENII DE JOS",59693,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:55:10",860,853,0,5,2,490,483,0,5,2,477,13,941,451,55,21,200,182,19
13,CLUJ,"SCOALA PRIMARA",640,"TRITENII DE JOS",59693,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:26:20",391,384,0,6,1,235,228,0,6,1,232,3,422,176,13,4,134,70,11
