precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VALCAN ADRIAN-IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DĂNILA SORIN-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BONDOR AUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","BULE IONEL-PARTIDUL MIȘCAREA POPULARĂ-voturi","DRUŢĂU OCTAVIAN-GHEORGHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
2,ARAD,"ŞCOALA GENERALĂ MOŢIORI",183,APATEU,9798,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:37:00",231,224,0,1,6,163,156,0,1,6,152,5,250,93,2,78,64,3,5
2,ARAD,"ȘCOALA GIMNAZIALĂ ”GHEORGHE POPOVICI” APATEU,",180,APATEU,9798,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:25",924,875,0,5,44,681,632,0,5,44,670,11,1010,329,45,395,223,6,1
2,ARAD,"ȘCOALA GIMNAZIALĂ ”GHEORGHE POPOVICI” APATEU,",181,APATEU,9798,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:40",921,894,0,1,26,599,572,0,1,26,578,21,1010,411,47,295,222,13,1
2,ARAD,"ŞCOALA PRIMARĂ BERECHIU",182,APATEU,9798,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:09",666,620,1,7,38,465,419,1,7,38,441,24,720,255,18,270,119,7,27
