precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"CĂMINUL CULTURAL HÎRTOP",171,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:34",182,177,1,4,0,116,112,0,4,0,113,3,200,84,33,47,8,14,5,4,2
29,NEAMŢ,"FOSTA GRĂDINIȚĂ DE COPII BÎRGĂUANI DEAL",167,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:14",437,411,0,12,14,279,253,0,12,14,272,7,500,221,57,175,14,1,9,0,16
29,NEAMŢ,"FOSTA ȘCOALĂ PRIMARĂ BREAZA",169,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:05",154,151,0,1,2,105,102,0,1,2,104,1,177,72,3,52,9,6,2,0,32
29,NEAMŢ,"FOSTA ȘCOALĂ PRIMARĂ CERTIENI",170,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:50",165,156,0,9,0,103,94,0,9,0,101,2,200,97,26,50,8,4,4,1,8
29,NEAMŢ,"FOSTA ȘCOALĂ PRIMARĂ VLĂDICENI",173,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:25:30",441,434,0,6,1,226,219,0,6,1,216,10,500,274,76,97,14,8,12,4,5
29,NEAMŢ,"PRIMĂRIA BÎRGĂUANI",166,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:55",398,382,0,11,5,235,219,0,11,5,229,6,500,265,60,127,8,10,6,4,14
29,NEAMŢ,"ȘCOALA PRIMARĂ BĂLĂNEȘTI",168,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:21",521,508,0,3,10,280,267,0,3,10,266,14,600,320,121,105,10,23,0,4,3
29,NEAMŢ,"ȘCOALA PRIMARĂ TALPA",172,BÂRGĂUANI,121466,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:53",499,479,3,6,11,305,287,1,6,11,288,17,600,295,46,113,10,76,5,16,22
