precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRUZ NICULAE-ŞTEFAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PRECUP SERGIU-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","CĂRHAŢ AUREL-EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi","GĂDĂLEAN TUDOR-ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LIŢI LARISA-PARTIDUL S.O.S. ROMÂNIA-voturi"
13,CLUJ,"CAMIN CULTURAL BONTIDA",352,BONŢIDA,56210,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:35:49",1662,1638,1,10,13,999,977,0,10,12,932,67,1770,771,388,94,390,36,24
13,CLUJ,"CAMIN CULTURAL COASTA",354,BONŢIDA,56210,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:16:45",101,80,0,20,1,73,52,0,20,1,70,3,89,16,8,10,48,4,0
13,CLUJ,"CĂMINUL CULTURAL RASCRUCI",355,BONŢIDA,56210,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:42",1279,1250,2,9,18,689,660,2,9,18,663,26,1396,707,86,33,379,129,36
13,CLUJ,"CAMINUL CULTURAL TAUSENI",356,BONŢIDA,56210,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:00:23",54,33,0,21,0,37,16,0,21,0,35,2,56,19,2,4,26,3,0
13,CLUJ,"CLUBUL TINERETULUI",353,BONŢIDA,56210,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:07",855,825,1,19,10,480,451,0,19,10,462,18,913,433,100,73,272,13,4
