precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢUINEA MĂDĂLIN-IONUŢ-UNIUNEA SALVAȚI ROMÂNIA-voturi","CIOCAN IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MOLDOVEANU LUCICA-MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","FRÎNCU BUJOREL-DORI-voturi"
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 PIETRIŞU",133,GĂUJANI,103194,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:59:47",853,766,0,54,33,611,524,0,54,33,587,24,846,235,253,228,98,8
19,GIURGIU,"ŞCOALA DIN CETĂTUIA",132,GĂUJANI,103194,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:28",177,132,2,30,13,138,94,1,30,13,137,1,158,20,52,61,22,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”DRĂGHICI DAVILA”",131,GĂUJANI,103194,2,PART,PRCNCT,P,P_SV,"2024-06-11 11:42:40",974,870,1,67,36,707,604,0,67,36,690,17,996,289,212,337,137,4
