precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CERNEA MIHAI-ANDREI-voturi"
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL TUTA",612,"TÂRGU TROTUŞ",25825,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:20:58",883,880,0,3,0,500,497,0,3,0,482,18,1000,500,51,236,38,133,9,15
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL TUTA",611,"TÂRGU TROTUŞ",25825,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:54:22",899,895,1,3,0,481,477,1,3,0,470,11,900,419,33,236,49,144,3,5
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL SATUL VIIŞOARA",613,"TÂRGU TROTUŞ",25825,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:55:21",857,848,0,5,4,482,473,0,5,4,456,26,900,418,146,234,2,40,6,28
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL TG.TROTUŞ",609,"TÂRGU TROTUŞ",25825,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:10:25",937,932,0,3,2,470,465,0,3,2,458,12,1000,530,24,330,3,35,20,46
4,BACĂU,"GRĂDINIŢA CU PROGRAM NORMAL TG.TROTUŞ",610,"TÂRGU TROTUŞ",25825,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:50",879,875,0,2,2,460,456,0,2,2,449,11,1000,540,23,304,2,41,24,55
