precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CARAIMAN IULIAN-SORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRIA SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DODAN MIRICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi"
24,IAŞI,"SCOALA GIMNAZIALĂ COSTULENI",399,COSTULENI,96423,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:25",1243,1237,0,6,0,621,615,0,6,0,591,30,1400,779,35,256,300
24,IAŞI,"ȘCOALA GIMNAZIALĂ COVASNA",400,COSTULENI,96423,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:39:31",907,899,0,8,0,436,428,0,8,0,417,19,980,544,44,130,243
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",402,COSTULENI,96423,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:39:36",1211,1207,0,4,0,88,84,0,4,0,86,2,1300,1212,4,17,65
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",403,COSTULENI,96423,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:31",1458,1452,0,6,0,140,134,0,6,0,133,7,1557,1417,6,17,110
24,IAŞI,"ȘCOALA GIMNAZIALĂ COZIA",401,COSTULENI,96423,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:17:52",1331,1325,0,6,0,170,164,0,6,0,165,5,1500,1330,8,30,127
24,IAŞI,"SCOALA PRIMARĂ HILIȚA",404,COSTULENI,96423,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:30:51",345,338,0,7,0,345,338,0,7,0,329,16,600,255,24,114,191
